symbol,max_run_gain_pct
TRAW,166.0
NEUP,148.16666666666669
FOXX,123.42105263157896
PHIO,116.66666666666666
NCEL,108.11224489795919
CADL,90.50179211469536
CYCN,87.11340206185567
PRFX,79.31977193834423
FEED,70.66666666666667
TNXP,69.14018691588785
BAOS,61.07142857142858
LAES,54.561175961954156
HOUR,52.258064516129025
OPTX,49.62025316455696
CDT,48.01812004530013
VRME,47.03557312252966
NA,46.06741573033708
SES,39.41176470588237
CHAI,38.8235294117647
NVNI,36.652542372881356
BCTX,36.60714285714284
ZENA,33.67521367521369
TRVI,31.56146179401995
VNCE,28.360000000000007
WHLR,28.24561403508772
ABSI,27.976190476190467
ELAB,27.679212388472997
AIRI,27.35632183908048
CURR,27.333333333333343
SINT,25.867507886435348
BTCT,25.74055158324824
RR,25.64102564102564
MNTS,25.0
QNTM,24.0
NUAI,23.93939393939395
BLNE,23.256537982565373
XTIA,22.826086956521753
RGTIW,22.368841605406153
SATL,21.777777777777786
GV,21.500000000000007
KULR,20.735795454545467
MDAI,20.648052395725625
ARQQ,20.370370370370374
SNES,20.321527254458683
SOUNW,20.127795527156557
CETX,20.118343195266263
ICG,19.30294906166221
RECT,19.267822736030826
PDYN,19.11307420494699
RUMBW,19.047619047619047
JZXN,18.823529411764707
EDAP,18.72509960159363
PRCH,18.562790697674437
VVPR,17.931034482758612
RZLV,17.66381766381766
RDHL,17.647058823529417
PDC,17.61092150170649
WKEY,17.608695652173935
WOK,17.567567567567544
MDCX,17.216117216117222
UMAC,17.159090909090914
TNMG,17.14285714285715
ZH,17.024128686327078
EVAX,17.006802721088434
BEAT,16.867469879518083
QMCO,16.715440893338474
YSXT,16.66666666666665
HTLM,16.63113006396586
CPIX,16.40211640211642
PTHS,16.33284241531665
ANGO,16.29834254143645
ONDS,16.190476190476176
QUBT,16.072607745021795
GDHG,15.94202898550725
IMRX,15.348837209302335
SNOA,14.754098360655753
MGX,14.405169137210194
SPCB,14.384748700173322
RMNI,14.356435643564346
KRKR,14.28571428571428
CGTL,14.137483787289252
RADX,13.804597596752078
RNTX,13.700000000000001
PLCE,13.611615245009068
SOGP,13.592233009708732
INGN,13.402061855670123
XCUR,13.386978785662041
ENVB,12.905027932960888
JWEL,12.857142857142879
OSTX,12.659429773911256
RGTI,12.5121241513094
RRGB,12.367491166077738
MOB,12.205567451820132
HUHU,12.195121951219523
SPHL,12.155963302752282
ANNA,12.150349650349646
NTRBW,11.920529801324498
QBTS,11.830985915492963
SDST,11.804790468029559
REBN,11.788079470198664
