symbol,max_run_gain_pct
PRFX,126.61870503597123
MSW,104.1095890410959
PSNYW,80.54999999999998
TONX,77.99352750809064
XWIN,63.63636363636365
ASBP,56.35135135135136
BTBD,52.91517193897886
EQ,40.79235516623534
SKBL,40.733333333333356
MNTS,40.62499999999998
VMAR,40.27777777777777
LGHL,40.000000000000014
CRMLW,39.79057591623037
GP,39.082026812088166
EQS,38.66666666666667
VELO,37.419354838709666
VTAK,36.52694610778442
NUAI,35.95166163141994
SPRU,35.53719008264462
HTCO,34.87475915221579
PALI,34.754237288135606
LRE,33.33333333333335
GDHG,32.42424242424242
FORA,32.19512195121952
ELOG,30.645161290322577
FBGL,30.49588436057018
IAUX.WS,29.971830985915492
LPSN,29.89690721649485
HYFT,29.702970297029708
IPDN,29.65010941433914
DYN,29.265873015873
YOUL,28.96174863387977
CWD,28.85431400282885
GIBO,28.400954653937948
CNTN,28.346456692913378
MSOX,28.205128205128215
TNXP,28.125
HCTI,27.95031055900621
BVFL,27.941176470588225
CISS,27.941176470588225
VWAVW,27.81497261107728
BGMS,27.24033882284509
CNSP,27.118644067796605
BMRA,26.984126984126977
HURA,26.682203389830516
SBLX,26.66666666666666
BNC,26.493633692458364
RAY,26.436781609195403
XELB,26.286590262062926
BTAI,26.22156237718878
UAA,25.89285714285714
ELAB,25.709154728378447
NUWE,25.671140939597326
CMCT,25.59681697612732
XOS,25.380645161290303
STKH,25.337655321447848
BRLT,25.316384180790962
UGRO,25.062531265632828
TE.WS,25.0
PBM,24.947845804988656
RDNW,24.894514767932474
EEIQ,24.66037735849056
GXAI,24.615384615384617
KNDI,24.347826086956537
BKSY,24.171187462326714
MBRX,24.092888243831645
AIMD,24.050387596899213
MTC,23.809523809523814
PDC,23.809523809523814
AKBA,23.705882352941178
YHGJ,23.67395356719202
JOBY.WS,23.593964334705063
WBTN,23.17073170731707
TC,23.076923076923084
GRDX,23.047587464765385
KZIA,23.02558398220245
GV,22.549019607843146
FLYE,22.368421052631593
HAO,22.222222222222232
FLNT,21.912350597609564
MSOS,21.7508896797153
ASTI,21.672811059907836
ETHZ,21.63551899003511
QIPT,21.5962441314554
SNGX,21.10389610389609
INTJ,20.728682170542623
MB,20.479302832244016
GDRX,20.47872340425534
WBUY,20.274914089347075
INMB,20.22900763358777
LAWR,20.2247191011236
ASST,20.11661807580174
SORA,20.029051987767588
AMLX,20.00133333333334
GNPX,19.961612284069098
SLXN,19.918032786885263
VIVS,19.819819819819816
FTFT,19.680851063829795
STSS,19.632678910702992
PMAX,19.502196193265007
