symbol,max_run_gain_pct
AGPU,282.8181818181818
RBNE,155.69620253164555
KZIA,135.28009535160902
LRE,115.52795031055902
APVO,106.89655172413795
FRGT,95.71428571428575
BON,95.13513513513512
DBGI,89.16372202591283
IBG,87.95888399412628
IHT,87.42514970059881
HSDT,86.7395762132604
PFSA,84.32394855752518
FEED,83.69692307692308
WLACW,81.17254901960787
LCFY,80.77889447236181
CWD,80.36912751677852
MBAI,80.10752688172043
TNMG,76.25714285714287
BIAF,74.0983606557377
EDHL,67.57865937072502
MOGU,67.30103806228374
SLXN,66.52235550708832
CAMP,63.78181818181816
PTNM,61.118881118881106
BAOS,61.03448275862069
EVTV,60.58394160583942
ORBS,59.04104558423337
VCICW,58.33333333333333
COCP,56.89655172413792
FLD,56.64160401002505
NTWK,56.0728744939271
BTBD,55.60000000000001
ASTI,51.94174757281553
GRI,50.95541401273886
MGIH,49.63235294117647
SNGX,49.12280701754388
NUAIW,48.898153662894586
WHLR,47.73181818181818
QCLS,46.601941747572816
AQMS,45.9234608985025
CIGL,45.66473988439306
YSXT,44.40433212996388
BKKT,43.28063241106721
IPW,42.96577946768061
SNTG,42.77108433734942
PMVP,41.98000000000002
HYFT,41.19563741684391
AIRJ,40.84507042253522
BOXL,40.51948051948051
DCX,40.51851851851851
LRMR,39.662447257383974
JFBR,38.78112449799196
JZXN,38.6206896551724
WOK,37.96542553191489
BIYA,37.898821500431154
SCWO,37.48854262144823
BQ,36.64921465968587
NUAI,36.61092530657748
HOUR,36.104878048780506
CNSP,35.6521739130435
SPHL,33.966000990262415
ASST,33.84615384615384
YOUL,33.64779874213837
INTS,33.6196319018405
GLXG,33.33333333333333
ASBP,33.17241379310345
YAAS,33.161512027491405
RMCF,32.97872340425532
LAWR,32.814049586776875
UUU,32.70833333333334
FGNX,32.62599469496021
ENTA,32.58110014104374
HWH,32.36245954692556
ARAI,32.13213213213213
NCI,32.01970443349755
AIHS,31.947469969502706
PMAX,31.720779220779228
GV,31.137724550898206
HUIZ,31.099195710455763
TRSG,30.933701657458545
AGMH,30.656934306569326
BENF,30.628272251308907
PALI,30.478087649402386
JYD,30.394922425952053
CGTL,30.390492359932097
FGL,30.34065257541556
MGN,30.314877110040307
SBLX,30.24475524475525
RCEL,30.15564202334633
ULY,30.12048192771084
DFNS,29.581573896353163
STSS,29.403571428571418
BGLC,29.361702127659562
QNRX,28.877551020408166
BMRA,28.802588996763756
GIBO,28.75816993464051
IMNN,28.66053169734153
SNYR,28.469827586206907
NEOVW,28.421052631578945
MIGI,27.977315689981076
