symbol,max_run_gain_pct
HYPR,82.49304051964121
RDGT,70.50691244239633
AGPU,68.84057971014495
WLDSW,55.33980582524271
IMSRW,55.07462686567162
BLBX,54.087301587301575
VVPR,48.520052530558644
KBSX,45.229681978798595
NWTG,44.747340425531924
CNTN,42.142857142857146
INDP,41.11111111111112
NEOVW,40.37433155080215
GV,39.99999999999999
MNDR,39.13043478260869
BTAI,38.74999999999999
PSNYW,38.6861313868613
MNTS,38.66850828729282
BON,36.36363636363635
VSME,33.70786516853932
GRDX,33.09869931140017
BTOG,32.835365853658516
ELAB,32.521489971346696
BLNE,32.51748251748252
PCSA,32.3
DOMH,31.572043010752672
MYSE,31.225296442687743
SBLX,31.15225597699083
BDRX,30.913043478260892
CYCU,30.644142721818767
XHLD,30.635838150289008
SUNE,29.879839786381844
LZMH,29.714285714285715
LSE,28.932584269662918
CNSP,28.742514970059887
ELVA,28.358208955223894
RNAZ,28.32369942196533
CLIK,27.92792792792791
HYAC.WS,27.665390924002196
CRVO,27.101200686106353
TE.WS,26.666666666666682
FTFT,26.389261744966454
DCX,26.206896551724146
ICON,26.119402985074647
DRMA,26.01500000000001
GDHG,25.88235294117649
CURR,25.210084033613445
HCTI,24.962897002077767
ACON,24.914869466515334
MKDW,24.736135098829394
SNES,24.615384615384617
AGH,24.481327800829877
HUBC,24.442060085836893
POLA,24.20382165605095
PLRZ,23.7179487179487
QNTM,23.394994559303605
RDIB,23.355263157894733
FRGT,23.33333333333334
ENLV,22.95081967213115
FEED,22.93233082706767
CWD,22.789473684210538
TROO,22.636688809402152
MCRP,22.545454545454557
GITS,22.222222222222232
YJ,21.693121693121697
HTCO,21.359223300970864
BIAF,21.35583357579285
VUZI,21.2264150943396
OPRX,21.157684630738526
WHLR,21.08167770419427
SNOA,20.961702127659578
AEON,20.828481117950414
SLXN,20.769230769230763
CVM,20.590765701175794
XWIN,20.568837592745236
WKHS,20.44817927170868
ONEG,20.374707259953162
CCLD,20.137134608444597
VCICW,19.99020088192063
NVNI,19.977740678909296
ABVE,19.96572407883461
NTRBW,19.834710743801654
WOLF,19.723183391003452
ABTS,19.690095846645384
SBET,19.327731092436974
BAOS,19.199999999999996
OPTX,19.14893617021276
LNKS,18.845500848896425
CTOR,18.818555758683743
SABS,18.675605417977835
CELU,18.584070796460207
HOTH,18.39080459770115
LUNR,18.373071528751737
STSS,18.293363078639157
DWTX,18.216560509554135
RAY,18.21546961325966
PSIG,18.19025522041762
XBP,18.181818181818166
STI,18.141153081510943
HERE,18.13186813186811
BV,17.98449612403101
