symbol,max_run_gain_pct
AIM,232.3529411764706
EMPG,219.95904524220902
DARE,205.9573770491803
HTOO,198.20045045045043
PHGE,154.7619047619048
LITS,149.0566037735849
ATYR,139.88868274582563
EMPD,117.21259417297026
MB,105.99078341013825
ETHZ,100.8530438154323
LRHC,100.53333333333336
ABVE,97.43589743589742
LCDL,92.57805108798485
LIDR,90.43478260869566
SLE,83.38815789473684
VWAV,82.32758620689657
VVOS,82.0754716981132
BGMS,81.70103092783505
KZIA,78.24143070044711
UCFI,77.58830694275272
ORIO,71.20000000000002
BON,68.29268292682926
RLYB,68.28260869565217
MIST,66.29834254143645
PMN,65.86102719033234
KPTI,63.636363636363626
AIXC,62.562814070351756
MLEC,61.8474178403756
TROO,60.02286040862983
BMRA,58.73015873015874
HCTI,54.419889502762416
LIXT,52.698198198198185
NTHI,52.0567375886525
AURE,49.457149457149455
GDHG,47.058823529411754
LAWR,46.923076923076934
CVM,46.2013194296659
BQ,46.0
ICU,44.927536231884076
BGLC,44.3254817987152
ENGNW,44.230769230769226
AQMS,43.449519230769226
TLSIW,42.85428571428571
IMNN,42.74711168164311
PRFX,42.46575342465755
LCID,40.63470319634703
LVLU,39.97917751171265
NAK,39.6039603960396
AGMH,38.85017421602785
SUIG,38.73015873015875
BDRX,37.73148148148147
EEIQ,37.290530991318406
XBP,37.254901960784295
BCTX,36.74418604651164
VWAVW,36.68993020937188
HSDT,36.68543845534995
PLRZ,36.63053297199637
CMND,36.559139784946225
SHIM,36.10648148148148
UONEK,34.4974187670817
BNC,34.387351778656125
MKZR,34.35897435897437
QCLS,33.64406779661018
ADAG,33.51063829787233
MRKR,33.339421891410545
FIEE,33.006535947712436
SQFT,32.842686292548294
SUGP,32.692307692307686
NCNA,32.65086206896552
CV,32.577319587628864
CLIK,32.30461811722911
FEED,32.20946915351506
VCICW,32.097288676236026
ATHE,31.809872029250453
NDRA,31.77441540577717
KSS,31.384635140774986
PFSA,31.38007208464131
AIRI,31.351351351351365
MOVE,31.296907835484845
BNRG,31.08695652173914
GIBO,30.612244897959172
CELU,30.567685589519655
JXG,30.45134260140927
AHG,30.303030303030297
NUWE,30.277777777777782
TWG,30.252100840336162
WBUY,30.224038955527277
CTOR,30.15075376884422
XAIR,30.0578034682081
BTOG,29.84901277584204
ABOS,29.44983818770226
SNGX,29.36455650715699
SLXN,29.268292682926834
FTFT,29.182879377431913
BIAF,29.0789927561228
IPDN,29.078014184397173
IBG,28.81355932203391
PROK,28.74468085106383
GRO,28.708133971291883
DGXX,28.52058823529411
