symbol,max_run_gain_pct
CRBU,127.5448916408669
CNTN,105.2924791086351
LOOP,88.09523809523812
MOVE,82.08955223880596
CMND,79.39438700147711
MBAI,75.25252525252526
BDRX,68.42105263157896
MTC,67.74193548387098
STKH,65.2027027027027
LKSPR,58.400000000000006
ENGNW,56.62650602409638
LGCL,54.3194029850746
PBM,52.7659574468085
ASBP,51.515151515151516
LRHC,50.21008403361347
NVVE,49.0814451928965
TGE,48.3183622310424
AIRO,48.29659090909091
MKDW,46.48526077097506
FRGT,45.26670574443141
CPIX,43.90243902439026
ARTL,43.65243902439027
MFI,43.47239518472394
BNKK,41.589075108628194
EZGO,41.3978494623656
AREC,41.269129287598936
UONEK,39.831508003369834
DCX,39.6825396825397
CURR,39.670673076923066
DZZ,38.975415728183236
QNRX,38.75123885034688
TPST,37.22222222222222
RUBI,36.80137575236457
JXG,36.77419354838709
CMCT,35.65217391304347
RAIN,34.86486486486486
AVXL,34.671532846715316
HTOO,34.604904632152596
OMSE,34.25742574257426
RNTX,34.04255319148937
SAGT,33.74384236453203
SNBR,33.59999999999999
CRD.A,33.57933579335794
CGTL,33.19808723373423
PSNYW,32.07200587803085
NFE,32.01056084486758
FGL,31.9191030995823
ZGM,31.884790298130362
LVLU,31.82579564489112
SDST,31.690140845070445
ADIL,31.381381381381356
LFS,31.24999999999998
ALUR,31.105555555555565
SPHL,30.90391770628147
AUID,30.76923076923077
SND,30.731707317073198
HUBC,30.652240481780147
MNDR,30.374603741572525
MIGI,30.276816608996548
AMBR,30.15075376884422
RAY,30.086250634195856
HBNB,29.764619883040933
ENLV,29.589632829373635
CHR,29.27756653992395
SKBL,28.865979381443307
PRLD,28.75347222222222
BEEM,28.57142857142858
BAIG,28.44940867279895
CLIK,28.262309262187625
TNMG,27.83700544894574
EPSM,27.67295597484274
BQ,27.586206896551737
XBIO,27.499999999999993
RLMD,27.35632183908048
VSA,27.058823529411757
ASTI,26.76767676767675
LCTX,26.712328767123307
CLWT,26.315789473684227
NUAI,26.234018449587303
ACET,26.195652173913043
NEOVW,26.086956521739136
PHGE,26.02009432027885
SOC,25.91911764705881
NVOX,25.888324873096447
GREE,25.887167797751665
KORE,25.522041763341075
JYD,25.35545023696684
SGML,24.92507645259938
UGRO,24.869927159209148
NIOBW,24.537037037037024
CHAI,24.51253481894151
JFIN,24.498603351955307
IVA,24.249999999999993
SHLS,24.129930394431565
BEAT,24.06890894175553
IPSC,23.89277389277389
FLYE,23.527292379751373
QNTM,23.45287356321839
MTVA,23.448198451004608
ICON,23.42342342342343
