symbol,max_run_gain_pct
NERV,146.2406015037594
ULY,129.83643542019178
RNAZ,113.69193154034232
GME.WS,105.12444444444444
MPV,100.0
RECT,91.66666666666667
TLNCU,88.1651376146789
OMER,77.8313253012048
NDRA,74.65224111282846
QNRX,74.4019138755981
CLRB,72.81795511221945
IBG,72.10682492581601
PALI,70.66666666666667
SLE,58.14606741573034
EPSM,54.69686875416389
WOK,54.18604651162791
SPWR,51.842751842751824
HKD,50.28248587570623
WTO,50.025012506253134
WHWK,47.39336492890995
BENF,46.02890776337356
SUGP,44.59259259259258
BLBX,44.004524886877824
NRXS,43.56955380577428
MLAC,43.540669856459346
PSNYW,43.333333333333314
SWKH,42.55072463768115
NBIL,42.466765140324966
JWEL,41.08108108108106
TE.WS,40.68655036578504
ARBK,40.295119182746866
BAER,38.596491228070185
SLGB,37.65690376569037
VSA,37.5
MGN,37.32718894009217
PLX,36.847953216374286
OVID,36.66666666666665
NCTY,36.46586345381526
AURE,36.36363636363635
EDHL,36.25000000000001
CRMLW,35.95744680851063
HHS,35.53719008264462
JZXN,35.46546546546545
ARBB,35.00000000000001
DFLI,34.31637345791665
DZZ,34.01855670103093
SPHL,33.52941176470588
AMCI,33.35039094541814
LNKS,33.27272727272725
ORBS,33.23809523809524
DCX,32.92929292929292
CLIK,32.81778929188255
BDCI,32.585365853658544
MBRX,32.45233150840099
GWH,32.019607843137244
LFS,31.931334240681398
STSS,31.892697466467943
SHMDW,31.800643086816716
BBGI,31.674958540630183
VHC,31.57894736842104
HTOO,31.5327868852459
LGCB,31.332687963859307
AMST,31.1186241364104
ENTX,31.00436681222707
NRXP,31.000000000000007
REPL,30.779279279279258
BJDX,30.526315789473692
OPTXW,30.262423227247346
FORA,30.23255813953487
NCEL,30.151843817787416
MRM,30.04926108374386
BQ,29.875000000000007
TTRX,29.700229642397936
GNPX,29.67893500391543
PFAI,29.345088161209066
IBIO,29.27777777777778
SXTP,29.05027932960893
TRX,28.967741935483858
CHR,28.791092258748673
ELUT,28.418756815703382
ASBP,28.416666666666668
TGE,28.366122505929937
FGL,28.272727272727273
NCNA,28.00698219902904
MARPS,27.826086956521756
NVA,27.584905660377366
MNTS,27.544910179640713
GV,27.272727272727295
KMRK,27.272727272727295
IPDN,27.247191011235962
QRHC,27.21893491124261
NIOBW,27.20763723150357
ACXP,27.16584158415842
CVU,27.083333333333325
MIRA,26.956521739130434
BDSX,26.933701657458542
ELAB,26.885606536769323
XCH,26.851851851851862
XBP,26.66666666666666
MNOV,26.573426573426584
