date,symbol,rank,max_run_gain_pct,gaprun_count
2025-08-19,XWIN,5,13.19,7
2025-08-19,MB,6,11.74,3
2025-08-19,PSIG,7,11.49,3
2025-08-19,WTO,8,11.29,1
2025-08-19,APYX,9,9.95,1
2025-08-19,UONEK,10,9.74,1
2025-08-19,IKT,11,9.47,1
2025-08-19,PLBL,12,9.24,1
2025-08-19,EMPG,13,9.05,3
2025-08-19,KYIV,14,8.68,2
2025-08-19,PGEN,15,8.12,4
2025-08-20,AURE,1,17.21,5
2025-08-20,XCH,2,15.9,1
2025-08-20,CNTN,3,15.89,24
2025-08-20,NVNO,4,12.5,3
2025-08-20,SPHL,5,11.51,1
2025-08-20,CMBM,6,11.32,2
2025-08-20,AUUD,7,11.07,3
2025-08-20,EDBL,8,10.05,4
2025-08-20,NBP,9,9.82,4
2025-08-20,IQ,10,9.37,3
2025-08-20,CNSP,11,9.06,2
2025-08-20,FLNT,12,8.96,3
2025-08-20,LEDS,13,8.89,2
2025-08-20,RYET,14,8.88,1
2025-08-20,SY,15,8.87,4
2025-08-21,GXAI,1,15.96,6
2025-08-21,VWAVW,2,12.18,3
2025-08-21,APUS,3,10.7,4
2025-08-21,MDRR,4,10.03,2
2025-08-21,ROMA,5,9.78,2
2025-08-21,VELO,6,9.78,2
2025-08-21,NCNA,7,9.17,2
2025-08-21,SPAI,8,8.66,4
2025-08-21,UFI,9,8.65,3
2025-08-21,JLHL,10,8.58,2
2025-08-21,AEMD,11,8.54,4
2025-08-21,MB,12,8.08,1
2025-08-21,PHOE,13,7.99,1
2025-08-21,YSG,14,7.89,3
2025-08-21,BTTC,15,7.88,1
2025-08-22,ELAB,1,25.71,12
2025-08-22,JLHL,2,18.01,3
2025-08-22,TCRT,3,17.72,10
2025-08-22,NBP,4,15.37,6
2025-08-22,NNAVW,5,12.83,1
2025-08-22,EEIQ,6,12.68,14
2025-08-22,MOVE,7,11.94,3
2025-08-22,XBIO,8,11.43,1
2025-08-22,CNTN,9,11.14,3
2025-08-22,VWAVW,10,10.91,2
2025-08-22,NVNO,11,10.15,3
2025-08-22,GNPX,12,10.05,4
2025-08-22,OKLL,13,10.02,4
2025-08-22,AURE,14,9.62,6
2025-08-22,LGCL,15,9.35,4
2025-08-25,FORA,1,32.2,6
2025-08-25,CNTN,2,20.34,17
2025-08-25,STSS,3,13.95,4
2025-08-25,PLBL,4,12.27,1
2025-08-25,RAY,5,11.86,3
2025-08-25,VBIX,6,11.83,1
2025-08-25,CGTX,7,10.88,3
2025-08-25,FGMCU,8,10.52,2
2025-08-25,IHT,9,10.47,1
2025-08-25,MLEC,10,10.29,2
2025-08-25,MGRT,11,10.13,1
2025-08-25,LHAI,12,9.39,2
2025-08-25,BGMSP,13,9.22,1
2025-08-25,OLPX,14,9.0,2
2025-08-25,EGG,15,8.5,1
2025-08-26,STKH,1,19.77,10
2025-08-26,CNTN,2,15.32,5
2025-08-26,SUPX,3,14.29,3
2025-08-26,SER,4,13.73,1
2025-08-26,IVVD,5,13.11,13
2025-08-26,EMPG,6,12.58,1
2025-08-26,FBGL,7,12.22,3
2025-08-26,LWLG,8,11.57,13
2025-08-26,ECX,9,10.83,4
2025-08-26,DOGZ,10,10.0,2
2025-08-26,MB,11,9.36,2
2025-08-26,QCLS,12,9.29,3
2025-08-26,LPTH,13,9.06,2
2025-08-26,DOMO,14,9.01,1
2025-08-26,BDMD,15,8.93,1
2025-08-27,PSNYW,1,66.82,24
2025-08-27,SKBL,2,29.37,15
2025-08-27,YHGJ,3,23.67,3
2025-08-27,PMAX,4,19.5,6
2025-08-27,BLNE,5,16.67,5
2025-08-27,AGMH,6,14.61,5
2025-08-27,STSS,7,14.15,11
2025-08-27,VSME,8,13.22,2
2025-08-27,BHR,9,11.16,4
2025-08-27,IVVD,10,11.12,3
2025-08-27,QVCGA,11,11.1,6
2025-08-27,ASST,12,10.56,6
2025-08-27,PTNM,13,9.83,4
2025-08-27,PSIG,14,9.18,2
2025-08-27,MMLP,15,9.15,1
2025-08-28,RAY,1,26.44,13
2025-08-28,CNTN,2,24.64,10
2025-08-28,WLACW,3,15.2,1
2025-08-28,SOGP,4,14.66,15
2025-08-28,LTRX,5,13.15,2
2025-08-28,UFG,6,12.9,4
2025-08-28,PTNM,7,12.38,8
2025-08-28,QVCGA,8,12.04,4
2025-08-28,SUPX,9,11.01,2
2025-08-28,ICG,10,10.56,2
2025-08-28,RYM,11,10.44,6
2025-08-28,CRWL,12,10.42,2
2025-08-28,GDHG,13,10.06,2
2025-08-28,WHLR,14,9.62,4
2025-08-28,ACXP,15,9.34,1
2025-08-29,IPDN,1,29.65,26
2025-08-29,SKBL,2,21.05,4
2025-08-29,ELOG,3,17.98,2
2025-08-29,DUO,4,16.67,14
2025-08-29,RLMD,5,13.86,8
2025-08-29,MOVE,6,13.44,7
2025-08-29,YDES,7,12.79,7
2025-08-29,TULP,8,12.14,2
2025-08-29,DFNS,9,11.99,7
2025-08-29,CWD,10,10.98,4
2025-08-29,SUGP,11,10.84,4
2025-08-29,DBGI,12,10.02,1
2025-08-29,YHGJ,13,9.44,1
2025-08-29,BNC,14,9.42,2
2025-08-29,SCWO,15,9.16,3
2025-09-02,HWH,1,32.36,26
2025-09-02,LAWR,2,31.19,18
2025-09-02,DFNS,3,30.33,7
2025-09-02,DUO,4,19.81,19
2025-09-02,DCX,5,18.4,6
2025-09-02,SOGP,6,17.76,13
2025-09-02,IPDN,7,16.45,7
2025-09-02,RVMDW,8,15.08,1
2025-09-02,UUU,9,14.95,10
2025-09-02,RAY,10,13.94,3
2025-09-02,KPLT,11,13.89,2
2025-09-02,CWD,12,13.84,6
2025-09-02,PFAI,13,13.64,2
2025-09-02,MI,14,12.5,3
2025-09-02,SKBL,15,12.18,2
2025-09-03,AIHS,1,31.95,22
2025-09-03,NWGL,2,23.64,2
2025-09-03,PSNYW,3,19.76,7
2025-09-03,BAOS,4,19.22,4
2025-09-03,IPDN,5,16.76,6
2025-09-03,INTJ,6,16.32,2
2025-09-03,STTK,7,15.89,12
2025-09-03,MOVE,8,15.89,7
2025-09-03,RLMD,9,15.64,2
2025-09-03,ABTC,10,15.16,7
2025-09-03,SLNHP,11,14.91,2
2025-09-03,HWH,12,14.25,8
2025-09-03,LRE,13,13.76,2
2025-09-03,BTBD,14,13.66,14
2025-09-03,BQ,15,13.55,2
2025-09-04,SNTG,1,25.28,8
2025-09-04,CIGL,2,24.8,12
2025-09-04,BBLG,3,22.77,14
2025-09-04,NCI,4,21.26,7
2025-09-04,HOUR,5,20.74,9
2025-09-04,NEON,6,20.65,13
2025-09-04,LAWR,7,20.28,5
2025-09-04,POLA,8,17.09,4
2025-09-04,DLTH,9,16.24,18
2025-09-04,PMAX,10,14.16,1
2025-09-04,SKBL,11,12.88,6
2025-09-04,LITB,12,12.68,3
2025-09-04,KLRS,13,11.3,5
2025-09-04,CHPT,14,11.04,4
2025-09-04,IPDN,15,10.52,5
2025-09-05,HOUR,1,31.51,17
2025-09-05,SCAG,2,20.6,17
2025-09-05,EDHL,3,20.17,2
2025-09-05,LDI,4,19.38,3
2025-09-05,LAWR,5,16.59,2
2025-09-05,YAAS,6,16.42,12
2025-09-05,AGMH,7,15.93,3
2025-09-05,PXLW,8,14.94,5
2025-09-05,SSM,9,14.78,11
2025-09-05,BNRG,10,13.4,5
2025-09-05,DUO,11,13.24,8
2025-09-05,VIVS,12,13.24,1
2025-09-05,CNTN,13,12.12,6
2025-09-05,LWLG,14,10.86,3
2025-09-05,LFVN,15,10.13,1
2025-09-08,ORBS,1,34.3,23
2025-09-08,GNPX,2,27.83,4
2025-09-08,KRKR,3,27.14,20
2025-09-08,GP,4,27.05,1
2025-09-08,XAIR,5,25.79,10
2025-09-08,PL.WS,6,16.67,3
2025-09-08,HOUR,7,15.8,10
2025-09-08,ROLR,8,12.65,1
2025-09-08,JWEL,9,12.63,3
2025-09-08,NVVE,10,12.24,3
2025-09-08,TRON,11,12.12,3
2025-09-08,INDP,12,11.84,1
2025-09-08,SCAG,13,11.77,1
2025-09-08,XWIN,14,11.74,7
2025-09-08,CREG,15,11.35,1
2025-09-09,PTNM,1,61.12,20
2025-09-09,MGIH,2,49.63,12
2025-09-09,TNMG,3,37.07,13
2025-09-09,CWD,4,33.82,18
2025-09-09,YOUL,5,31.58,15
2025-09-09,SBLX,6,26.85,16
2025-09-09,WHLR,7,21.06,10
2025-09-09,LGHL,8,19.91,7
2025-09-09,BENF,9,19.14,2
2025-09-09,NFE,10,19.06,10
2025-09-09,SOGP,11,16.71,4
2025-09-09,ATHR,12,14.7,3
2025-09-09,BON,13,13.41,14
2025-09-09,LNKS,14,13.31,6
2025-09-09,CNEY,15,12.99,5
2025-09-10,RBNE,1,31.08,10
2025-09-10,CGTL,2,26.54,19
2025-09-10,EDHL,3,25.34,14
2025-09-10,KRKR,4,22.92,6
2025-09-10,SNTG,5,22.63,4
2025-09-10,FTFT,6,19.33,2
2025-09-10,LGHL,7,18.48,5
2025-09-10,ZKIN,8,18.36,8
2025-09-10,MBAI,9,17.91,2
2025-09-10,EPSM,10,17.3,7
2025-09-10,ASST,11,17.18,14
2025-09-10,CAMP,12,16.49,10
2025-09-10,SPHL,13,15.81,15
2025-09-10,TE.WS,14,15.38,2
2025-09-10,LE,15,15.16,2
2025-09-11,GRI,1,32.55,9
2025-09-11,WLDSW,2,23.41,3
2025-09-11,EDHL,3,18.08,14
2025-09-11,MOGU,4,16.47,8
2025-09-11,SLXN,5,16.46,5
2025-09-11,AMST,6,16.41,3
2025-09-11,HAO,7,15.68,11
2025-09-11,MSC,8,15.22,6
2025-09-11,GMM,9,14.31,7
2025-09-11,SDOT,10,13.95,6
2025-09-11,LDI,11,13.2,4
2025-09-11,ABSI,12,12.7,2
2025-09-11,AXIL,13,12.67,2
2025-09-11,PXLW,14,11.13,5
2025-09-11,LUD,15,11.07,2
2025-09-12,RGTX,1,24.58,14
2025-09-12,HUIZ,2,18.17,9
2025-09-12,IONX,3,15.28,8
2025-09-12,FWDI,4,14.44,3
2025-09-12,GCTK,5,14.19,5
2025-09-12,ORBS,6,13.54,4
2025-09-12,IONL,7,13.13,6
2025-09-12,ELOG,8,11.26,2
2025-09-12,WOLF,9,10.86,4
2025-09-12,WTO,10,10.66,3
2025-09-12,RGTI,11,10.32,7
2025-09-12,RGTIW,12,9.99,8
2025-09-12,EPSM,13,9.58,3
2025-09-12,EDHL,14,9.57,1
2025-09-12,LGCL,15,9.55,2
2025-09-15,FEED,1,23.48,22
2025-09-15,SLNHP,2,17.83,1
2025-09-15,UONEK,3,17.05,1
2025-09-15,HSDT,4,15.05,6
2025-09-15,TLSIW,5,14.01,1
2025-09-15,LVLU,6,13.69,13
2025-09-15,AEI,7,13.23,4
2025-09-15,FOFO,8,13.04,4
2025-09-15,BLNE,9,12.24,5
2025-09-15,MGIH,10,11.55,1
2025-09-15,HERE,11,11.5,4
2025-09-15,IHT,12,10.65,3
2025-09-15,SOS,13,10.55,1
2025-09-15,BIAF,14,10.51,8
2025-09-15,LRE,15,10.19,8
2025-09-16,YSXT,1,44.4,12
2025-09-16,WLACW,2,20.45,3
2025-09-16,FGI,3,17.6,10
2025-09-16,SLMT,4,17.41,14
2025-09-16,HSDT,5,16.64,6
2025-09-16,APVO,6,15.91,7
2025-09-16,BUUU,7,12.55,4
2025-09-16,ATYR,8,11.59,5
2025-09-16,WOLF,9,11.29,3
2025-09-16,STKH,10,11.24,2
2025-09-16,MTVA,11,10.94,2
2025-09-16,FLUX,12,10.55,5
2025-09-16,CISS,13,10.39,3
2025-09-16,MNY,14,10.32,1
2025-09-16,RLMD,15,10.21,2
2025-09-17,TNMG,1,35.09,10
2025-09-17,GV,2,31.14,20
2025-09-17,TGE,3,24.76,7
2025-09-17,LOCL,4,20.62,3
2025-09-17,SNTG,5,12.68,5
2025-09-17,SLNHP,6,12.59,3
2025-09-17,LITM,7,11.72,2
2025-09-17,BMHL,8,11.71,1
2025-09-17,YSXT,9,11.49,2
2025-09-17,CWD,10,11.01,6
2025-09-17,VANI,11,10.67,4
2025-09-17,CISS,12,9.93,2
2025-09-17,SOGP,13,9.76,3
2025-09-17,AIXC,14,9.73,7
2025-09-17,NB,15,9.72,3
2025-09-18,PBM,1,16.37,6
2025-09-18,ORBS,2,15.78,9
2025-09-18,NVNI,3,15.09,11
2025-09-18,SOS,4,14.94,1
2025-09-18,RECT,5,14.11,1
2025-09-18,HOVR,6,13.73,3
2025-09-18,SLMT,7,11.22,2
2025-09-18,REPL,8,10.95,2
2025-09-18,LAWR,9,10.49,8
2025-09-18,RFL,10,10.38,2
2025-09-18,LIVE,11,10.01,1
2025-09-18,STG,12,9.94,2
2025-09-18,HOFT,13,9.94,1
2025-09-18,ROMA,14,9.27,1
2025-09-18,LRE,15,8.7,1
2025-09-19,WLACW,1,81.17,1
2025-09-19,DCX,2,25.67,18
2025-09-19,AGMH,3,24.24,17
2025-09-19,QUBT,4,21.0,15
2025-09-19,SLMT,5,17.22,7
2025-09-19,ZEO,6,16.37,6
2025-09-19,YAAS,7,15.37,15
2025-09-19,ALXO,8,14.77,4
2025-09-19,QMCO,9,14.15,9
2025-09-19,KDK,10,14.01,1
2025-09-19,DFNS,11,13.74,3
2025-09-19,UPC,12,11.71,4
2025-09-19,PLAG,13,11.68,3
2025-09-19,JZXN,14,11.5,1
2025-09-19,IDAI,15,11.32,3
2025-09-22,NUAIW,1,48.9,5
2025-09-22,BOXL,2,38.17,16
2025-09-22,OKLL,3,15.68,8
2025-09-22,AIXC,4,14.08,5
2025-09-22,NUAI,5,13.59,4
2025-09-22,MCRP,6,13.04,3
2025-09-22,DCX,7,12.81,7
2025-09-22,RGTX,8,12.39,6
2025-09-22,ARBB,9,12.27,6
2025-09-22,LNKS,10,11.99,1
2025-09-22,BKHAR,11,11.1,1
2025-09-22,YAAS,12,11.01,7
2025-09-22,FATN,13,10.41,3
2025-09-22,SOUX,14,9.72,4
2025-09-22,ARBE,15,9.53,5
2025-09-23,IBG,1,23.61,10
2025-09-23,SLE,2,20.1,12
2025-09-23,SRL,3,18.67,4
2025-09-23,FOFO,4,16.55,9
2025-09-23,IPDN,5,13.28,5
2025-09-23,NUAI,6,13.25,11
2025-09-23,AGMH,7,13.02,1
2025-09-23,VUZI,8,12.69,7
2025-09-23,CTW,9,12.68,5
2025-09-23,YAAS,10,12.5,4
2025-09-23,MCRP,11,11.88,3
2025-09-23,IAUX.WS,12,11.34,1
2025-09-23,BHST,13,11.19,1
2025-09-23,NVNI,14,10.91,8
2025-09-23,PLTS,15,10.15,6
2025-09-24,DBGI,1,20.44,8
2025-09-24,WOK,2,19.8,8
2025-09-24,TROO,3,19.27,2
2025-09-24,TE.WS,4,18.26,1
2025-09-24,RIOX,5,16.61,13
2025-09-24,ZSTK,6,16.61,3
2025-09-24,DRCT,7,16.4,4
2025-09-24,NUAIW,8,15.12,1
2025-09-24,DCX,9,14.05,5
2025-09-24,FENG,10,13.86,6
2025-09-24,QCLS,11,13.77,5
2025-09-24,DTCX,12,13.75,1
2025-09-24,CRE,13,13.51,1
2025-09-24,IDAI,14,13.42,9
2025-09-24,WETH,15,13.1,2
2025-09-25,NUAIW,1,39.82,13
2025-09-25,FOFO,2,15.32,6
2025-09-25,QCLS,3,13.67,7
2025-09-25,TIPT,4,12.36,4
2025-09-25,AAME,5,11.9,3
2025-09-25,AMPY,6,10.91,2
2025-09-25,EVAX,7,10.14,6
2025-09-25,KFFB,8,10.08,1
2025-09-25,OKLL,9,10.06,3
2025-09-25,DTI,10,10.05,1
2025-09-25,ONDS,11,9.55,5
2025-09-25,ARBB,12,9.48,2
2025-09-25,PLTS,13,9.32,4
2025-09-25,SLI,14,9.09,4
2025-09-25,AIXC,15,8.94,4
2025-09-26,MGN,1,26.18,10
2025-09-26,AQMS,2,17.53,13
2025-09-26,DFLI,3,14.63,7
2025-09-26,BIAF,4,14.0,11
2025-09-26,NUAI,5,13.45,10
2025-09-26,PLTS,6,12.67,1
2025-09-26,FOFO,7,12.27,7
2025-09-26,IBG,8,11.98,5
2025-09-26,NUAIW,9,11.92,9
2025-09-26,AGMH,10,11.39,2
2025-09-26,AIXC,11,10.14,3
2025-09-26,DBGI,12,10.14,2
2025-09-26,EGG,13,9.85,2
2025-09-26,VHC,14,9.69,1
2025-09-26,RGTX,15,8.69,4
2025-09-29,BQ,1,36.65,23
2025-09-29,AGPU,2,32.16,9
2025-09-29,TE.WS,3,20.37,1
2025-09-29,JFB,4,19.01,11
2025-09-29,CYCU,5,17.67,14
2025-09-29,NUAI,6,16.71,8
2025-09-29,FOFO,7,14.57,8
2025-09-29,WLACW,8,13.46,1
2025-09-29,BIAF,9,12.32,1
2025-09-29,ENTA,10,12.25,6
2025-09-29,HYFM,11,11.53,2
2025-09-29,LRMR,12,11.37,11
2025-09-29,EGG,13,11.25,3
2025-09-29,MAMK,14,11.11,2
2025-09-29,LPA,15,10.69,1
2025-09-30,ZURA,1,23.89,13
2025-09-30,CRE,2,16.91,8
2025-09-30,JXG,3,15.99,4
2025-09-30,VWAVW,4,15.38,2
2025-09-30,NUAIW,5,14.78,3
2025-09-30,CLIK,6,14.64,18
2025-09-30,IBG,7,13.82,7
2025-09-30,BQ,8,13.05,5
2025-09-30,BKKT,9,11.91,6
2025-09-30,CREG,10,11.87,5
2025-09-30,MTEN,11,11.7,5
2025-09-30,BENF,12,11.18,7
2025-09-30,NSRX,13,11.08,1
2025-09-30,MNDR,14,9.94,6
2025-09-30,CRWG,15,9.82,5
2025-10-01,CHR,1,22.93,5
2025-10-01,HCTI,2,21.99,6
2025-10-01,PALI,3,21.65,23
2025-10-01,UCFI,4,13.41,3
2025-10-01,FOFO,5,10.68,4
2025-10-01,TE.WS,6,10.43,2
2025-10-01,AIHS,7,9.22,6
2025-10-01,BENF,8,9.2,3
2025-10-01,VSA,9,9.16,7
2025-10-01,ISPR,10,8.81,2
2025-10-01,BNAI,11,8.48,3
2025-10-01,NUAIW,12,8.36,2
2025-10-01,CREG,13,8.05,2
2025-10-01,TC,14,8.01,2
2025-10-01,SPWH,15,7.95,2
2025-10-02,PXLW,1,20.99,3
2025-10-02,BENF,2,19.09,9
2025-10-02,UFG,3,16.67,10
2025-10-02,BQ,4,14.55,5
2025-10-02,BTTC,5,14.33,5
2025-10-02,MIGI,6,13.23,9
2025-10-02,ASBP,7,12.84,5
2025-10-02,DPRO,8,11.86,3
2025-10-02,MAMK,9,11.72,1
2025-10-02,EPSM,10,11.43,4
2025-10-02,HYAC.WS,11,11.36,4
2025-10-02,FOFO,12,11.26,1
2025-10-02,RVSN,13,10.98,7
2025-10-02,EDHL,14,10.95,3
2025-10-02,ORBS,15,10.9,2
2025-10-03,EPSM,1,32.88,23
2025-10-03,YAAS,2,18.35,5
2025-10-03,ANRO,3,17.92,10
2025-10-03,ASTC,4,17.79,5
2025-10-03,BTTC,5,14.72,3
2025-10-03,DFLI,6,12.67,5
2025-10-03,NEOVW,7,12.5,1
2025-10-03,NGNE,8,11.69,3
2025-10-03,GURE,9,11.06,2
2025-10-03,IBG,10,11.04,1
2025-10-03,RCAT,11,11.02,4
2025-10-03,TRON,12,10.84,7
2025-10-03,QUBT,13,10.26,4
2025-10-03,ALTI,14,10.08,1
2025-10-03,NB,15,10.04,3
2025-10-06,ARBK,1,40.3,14
2025-10-06,PC,2,22.2,2
2025-10-06,IONR,3,18.94,4
2025-10-06,EPSM,4,16.49,12
2025-10-06,KOPN,5,13.9,8
2025-10-06,VFF,6,13.0,2
2025-10-06,ESLA,7,12.98,4
2025-10-06,ORLA,8,12.45,11
2025-10-06,CRMLW,9,12.39,6
2025-10-06,VSME,10,10.84,4
2025-10-06,CRML,11,10.71,4
2025-10-06,KORE,12,10.57,2
2025-10-06,HIVE,13,10.43,4
2025-10-06,PODC,14,10.43,2
2025-10-06,AMDD,15,10.26,7
2025-10-07,NBIL,1,42.47,1
2025-10-07,BNAI,2,25.6,16
2025-10-07,WETH,3,24.62,7
2025-10-07,CISS,4,22.31,17
2025-10-07,BQ,5,19.8,13
2025-10-07,NUAIW,6,19.5,3
2025-10-07,BJDX,7,17.55,10
2025-10-07,INDP,8,16.37,12
2025-10-07,XBIO,9,15.86,4
2025-10-07,ULY,10,11.61,4
2025-10-07,MIGI,11,11.08,9
2025-10-07,DFLI,12,10.75,6
2025-10-07,PCSA,13,10.71,5
2025-10-07,QMCO,14,10.56,5
2025-10-07,IMSRW,15,10.42,1
2025-10-08,GME.WS,1,105.12,7
2025-10-08,SHMDW,2,26.32,2
2025-10-08,NBP,3,20.35,9
2025-10-08,SHMD,4,15.92,3
2025-10-08,TNMG,5,15.5,13
2025-10-08,VWAVW,6,15.49,1
2025-10-08,TE.WS,7,15.43,1
2025-10-08,BQ,8,15.08,5
2025-10-08,UPC,9,14.86,6
2025-10-08,LGHL,10,14.38,1
2025-10-08,RNAZ,11,14.2,5
2025-10-08,RGTX,12,13.48,3
2025-10-08,XBIO,13,12.7,9
2025-10-08,ACXP,14,12.52,7
2025-10-08,PCSA,15,11.7,6
2025-10-09,DRCT,1,25.97,12
2025-10-09,PSIG,2,22.42,1
2025-10-09,TTRX,3,16.32,8
2025-10-09,ARBK,4,12.28,5
2025-10-09,TCRT,5,11.46,4
2025-10-09,BJDX,6,10.79,5
2025-10-09,SCWO,7,10.6,6
2025-10-09,SWAG,8,10.59,1
2025-10-09,MSC,9,10.09,1
2025-10-09,SES,10,10.01,8
2025-10-09,BAOS,11,9.93,4
2025-10-09,WLACW,12,9.84,3
2025-10-09,XBIO,13,9.78,3
2025-10-09,CRML,14,9.34,8
2025-10-09,CRMLW,15,9.34,6
2025-10-10,QNRX,1,22.88,10
2025-10-10,BNKK,2,19.98,3
2025-10-10,VSME,3,15.67,3
2025-10-10,HYAC.WS,4,14.71,2
2025-10-10,BAIG,5,14.38,6
2025-10-10,VSA,6,12.32,2
2025-10-10,JFU,7,11.99,10
2025-10-10,YSXT,8,11.99,3
2025-10-10,SHMDW,9,11.76,1
2025-10-10,SLDP,10,11.15,3
2025-10-10,SCWO,11,10.87,5
2025-10-10,AMBO,12,10.38,2
2025-10-10,ZEO,13,10.21,6
2025-10-10,ABVE,14,9.54,3
2025-10-10,NUAIW,15,9.49,4
2025-10-13,XCH,1,26.85,14
2025-10-13,GV,2,23.81,7
2025-10-13,NUAIW,3,20.47,4
2025-10-13,AURE,4,20.05,10
2025-10-13,STI,5,16.66,10
2025-10-13,NAMM,6,16.07,5
2025-10-13,AQMS,7,15.85,11
2025-10-13,BGMS,8,15.43,3
2025-10-13,NBP,9,14.69,4
2025-10-13,BDRX,10,14.1,1
2025-10-13,QNRX,11,13.49,3
2025-10-13,BAIG,12,13.35,11
2025-10-13,KNRX,13,12.83,3
2025-10-13,PSIG,14,12.52,4
2025-10-13,YJ,15,12.2,2
2025-10-14,EDHL,1,36.25,17
2025-10-14,UGRO,2,21.29,20
2025-10-14,ELAB,3,21.09,4
2025-10-14,KDKRW,4,18.94,2
2025-10-14,SDST,5,18.6,6
2025-10-14,FOFO,6,18.36,8
2025-10-14,NIOBW,7,17.64,1
2025-10-14,SBLX,8,17.29,5
2025-10-14,AQMS,9,17.21,8
2025-10-14,GWAV,10,17.16,10
2025-10-14,ROMA,11,16.96,1
2025-10-14,NUAI,12,16.03,10
2025-10-14,CRMLW,13,15.57,5
2025-10-14,WKEY,14,15.19,5
2025-10-14,COYA,15,14.79,5
2025-10-15,OPTXW,1,30.26,8
2025-10-15,NIOBW,2,27.21,2
2025-10-15,GNPX,3,19.27,26
2025-10-15,ABSI,4,17.57,9
2025-10-15,QNRX,5,15.63,5
2025-10-15,GWAV,6,15.24,2
2025-10-15,PFAI,7,15.14,6
2025-10-15,FOSL,8,14.94,7
2025-10-15,STI,9,14.78,4
2025-10-15,CRESW,10,14.1,1
2025-10-15,DFNS,11,14.02,4
2025-10-15,SOGP,12,13.4,12
2025-10-15,DFLI,13,13.25,11
2025-10-15,KNRX,14,13.04,2
2025-10-15,TNMG,15,12.48,9
2025-10-16,PSNYW,1,43.33,13
2025-10-16,ENGNW,2,24.41,2
2025-10-16,WTO,3,19.08,6
2025-10-16,AQMS,4,16.81,6
2025-10-16,CTOR,5,16.39,7
2025-10-16,PDC,6,16.05,11
2025-10-16,NUAIW,7,15.93,5
2025-10-16,CYCU,8,15.03,11
2025-10-16,MSOX,9,14.25,2
2025-10-16,IAUX.WS,10,14.11,3
2025-10-16,MIGI,11,14.08,4
2025-10-16,WHWK,12,14.0,11
2025-10-16,CLYM,13,13.93,4
2025-10-16,GNPX,14,12.86,6
2025-10-16,OPTXW,15,12.8,3
2025-10-17,LNKS,1,33.27,16
2025-10-17,VHC,2,21.51,10
2025-10-17,CRML,3,19.82,5
2025-10-17,MIRA,4,16.85,1
2025-10-17,BTTC,5,16.18,4
2025-10-17,USAR,6,15.28,7
2025-10-17,EVAX,7,15.04,2
2025-10-17,GV,8,13.79,4
2025-10-17,GNPX,9,13.23,6
2025-10-17,CYCU,10,13.04,4
2025-10-17,CRMLW,11,12.94,7
2025-10-17,RANI,12,12.3,8
2025-10-17,UAMY,13,12.17,2
2025-10-17,BIYA,14,11.7,1
2025-10-17,HIVE,15,11.65,3
2025-10-20,NUAIW,1,21.87,8
2025-10-20,GSIT,2,19.59,14
2025-10-20,KDKRW,3,18.44,1
2025-10-20,ANRO,4,17.54,20
2025-10-20,BGMSP,5,16.81,3
2025-10-20,PL.WS,6,12.9,1
2025-10-20,BNAI,7,12.38,3
2025-10-20,TAOX,8,12.07,5
2025-10-20,WTO,9,11.18,3
2025-10-20,PFAI,10,10.99,6
2025-10-20,VSTM,11,10.85,6
2025-10-20,AGH,12,10.25,3
2025-10-20,IMPP,13,10.11,1
2025-10-20,UHG,14,9.93,2
2025-10-20,SMMT,15,9.79,6
2025-10-21,NERV,1,45.23,15
2025-10-21,IBIO,2,29.28,7
2025-10-21,PSNYW,3,19.64,5
2025-10-21,BGMSP,4,14.89,5
2025-10-21,RANI,5,13.93,10
2025-10-21,SHMDW,6,13.33,1
2025-10-21,OMSE,7,13.27,7
2025-10-21,SONM,8,13.24,3
2025-10-21,RYOJ,9,12.86,12
2025-10-21,SCWO,10,12.79,6
2025-10-21,AQMS,11,11.93,4
2025-10-21,NUAIW,12,11.74,5
2025-10-21,SKBL,13,11.71,2
2025-10-21,GLGG,14,11.1,1
2025-10-21,AMCI,15,11.08,10
2025-10-22,BENF,1,24.34,22
2025-10-22,GSIT,2,20.71,9
2025-10-22,IBIO,3,19.76,7
2025-10-22,ATOM,4,17.2,6
2025-10-22,LCFYW,5,17.12,1
2025-10-22,DZZ,6,12.23,5
2025-10-22,RYOJ,7,11.05,5
2025-10-22,DFLI,8,10.92,5
2025-10-22,TNMG,9,10.45,5
2025-10-22,OWLS,10,10.43,6
2025-10-22,NUAIW,11,10.42,1
2025-10-22,EPSM,12,10.4,5
2025-10-22,ABAT,13,10.02,3
2025-10-22,NDLS,14,9.91,15
2025-10-22,NERV,15,9.9,2
2025-10-23,EDHL,1,28.97,15
2025-10-23,NMRA,2,24.17,13
2025-10-23,BGIN,3,14.83,6
2025-10-23,TE.WS,4,13.37,3
2025-10-23,LRE,5,13.14,3
2025-10-23,FUSE,6,12.07,9
2025-10-23,BULLW,7,11.4,1
2025-10-23,CSPI,8,11.09,4
2025-10-23,TNGX,9,10.75,3
2025-10-23,NERV,10,10.67,2
2025-10-23,AGCC,11,10.33,4
2025-10-23,AMCI,12,10.21,1
2025-10-23,QBTZ,13,10.14,8
2025-10-23,NDLS,14,10.03,2
2025-10-23,LGHL,15,9.52,2
2025-10-24,XFOR,1,21.68,11
2025-10-24,NEUP,2,17.29,7
2025-10-24,NUAI,3,16.71,5
2025-10-24,PMI,4,16.61,8
