date,symbol,rank,max_run_gain_pct,gaprun_count
2025-06-11,LZMH,4,17.94,5
2025-06-11,XTIA,5,16.66,6
2025-06-11,SPHL,6,14.9,3
2025-06-11,OKYO,7,14.35,5
2025-06-11,MFI,8,13.72,7
2025-06-11,HSDT,9,13.42,23
2025-06-11,SBET,10,12.49,8
2025-06-11,ATLN,11,12.3,2
2025-06-11,KZIA,12,12.18,4
2025-06-11,INTS,13,11.87,9
2025-06-11,YSG,14,11.82,4
2025-06-11,TAOX,15,11.48,1
2025-06-12,NUAIW,1,56.14,9
2025-06-12,HYFT,2,30.04,9
2025-06-12,PLRZ,3,29.78,13
2025-06-12,HCTI,4,21.99,14
2025-06-12,XTIA,5,20.95,7
2025-06-12,HIND,6,20.25,10
2025-06-12,YSXT,7,14.01,2
2025-06-12,TWG,8,13.57,3
2025-06-12,YOUL,9,13.57,3
2025-06-12,NUWE,10,13.45,3
2025-06-12,RBNE,11,12.81,2
2025-06-12,DFDV,12,12.22,5
2025-06-12,NCNA,13,12.21,6
2025-06-12,OTF,14,10.55,2
2025-06-12,GRDX,15,10.51,1
2025-06-13,AGIG,1,20.01,15
2025-06-13,VTAK,2,19.41,4
2025-06-13,HYPD,3,17.94,5
2025-06-13,USEG,4,16.88,3
2025-06-13,RBNE,5,14.97,14
2025-06-13,SDOT,6,14.41,4
2025-06-13,ZENA,7,13.82,5
2025-06-13,BGMS,8,13.14,7
2025-06-13,ICON,9,12.04,6
2025-06-13,PRE,10,11.95,4
2025-06-13,BRN,11,11.82,8
2025-06-13,CETX,12,11.76,3
2025-06-13,XTIA,13,11.73,7
2025-06-13,ADCT,14,11.2,4
2025-06-13,LSE,15,10.56,2
2025-06-16,CREG,1,33.8,14
2025-06-16,SUGP,2,32.14,6
2025-06-16,ZDGE,3,28.07,8
2025-06-16,BATL,4,23.12,9
2025-06-16,SONM,5,21.21,24
2025-06-16,TRON,6,19.33,17
2025-06-16,BNZI,7,17.03,5
2025-06-16,MARPS,8,16.25,5
2025-06-16,BNKK,9,16.22,2
2025-06-16,DWSN,10,14.8,9
2025-06-16,LSE,11,14.31,7
2025-06-16,CGTL,12,13.83,8
2025-06-16,KULR,13,13.79,8
2025-06-16,CRMLW,14,13.3,6
2025-06-16,TMC,15,13.08,2
2025-06-17,NUAIW,1,36.45,1
2025-06-17,PCSA,2,24.94,17
2025-06-17,HYPD,3,20.56,8
2025-06-17,AIM,4,19.16,6
2025-06-17,MSW,5,18.11,5
2025-06-17,AGIG,6,16.32,9
2025-06-17,LVWR,7,15.59,7
2025-06-17,ACXP,8,14.72,7
2025-06-17,RBNE,9,13.78,4
2025-06-17,FIEE,10,12.9,5
2025-06-17,APPS,11,12.6,12
2025-06-17,HCTI,12,12.44,7
2025-06-17,QNTM,13,12.4,2
2025-06-17,TGE,14,11.57,1
2025-06-17,USEG,15,11.14,3
2025-06-18,JZXN,1,41.03,4
2025-06-18,APVO,2,34.82,19
2025-06-18,MNDR,3,23.14,5
2025-06-18,HTCO,4,18.96,2
2025-06-18,HYPD,5,18.02,10
2025-06-18,SSII,6,15.91,3
2025-06-18,WOLF,7,15.45,7
2025-06-18,MTR,8,15.33,7
2025-06-18,DFSC,9,15.07,14
2025-06-18,HUBC,10,14.67,2
2025-06-18,LIXT,11,14.6,8
2025-06-18,SUGP,12,13.78,3
2025-06-18,RBNE,13,13.44,4
2025-06-18,WBX,14,12.82,3
2025-06-18,USEG,15,12.68,8
2025-06-20,NCNA,1,58.01,5
2025-06-20,SST,2,21.69,7
2025-06-20,RVMDW,3,20.8,3
2025-06-20,RILYL,4,18.14,1
2025-06-20,MBRX,5,17.8,4
2025-06-20,DWSN,6,15.75,3
2025-06-20,XXII,7,15.18,4
2025-06-20,LUCY,8,15.0,17
2025-06-20,DFLI,9,14.03,7
2025-06-20,TRON,10,13.62,12
2025-06-20,GRRR,11,13.11,3
2025-06-20,KOSS,12,12.82,5
2025-06-20,IMRX,13,12.5,3
2025-06-20,ABVE,14,12.3,1
2025-06-20,WHLR,15,12.14,10
2025-06-23,CURR,1,38.0,27
2025-06-23,INDP,2,22.13,14
2025-06-23,NSYS,3,21.5,6
2025-06-23,HYPD,4,19.02,12
2025-06-23,TRON,5,18.5,8
2025-06-23,SST,6,18.37,14
2025-06-23,LRMR,7,18.03,5
2025-06-23,LGL,8,17.72,6
2025-06-23,INDO,9,16.74,5
2025-06-23,LAB,10,16.59,7
2025-06-23,VOR,11,15.86,14
2025-06-23,AGIG,12,15.23,3
2025-06-23,BLNE,13,15.18,9
2025-06-23,HIMZ,14,15.17,12
2025-06-23,PL.WS,15,14.36,2
2025-06-24,HYPD,1,22.78,15
2025-06-24,DFDV,2,21.85,11
2025-06-24,VOR,3,20.08,15
2025-06-24,MAAS,4,16.95,14
2025-06-24,NA,5,14.24,11
2025-06-24,CURR,6,14.21,6
2025-06-24,CTOR,7,13.32,1
2025-06-24,RZLV,8,13.2,7
2025-06-24,SY,9,12.72,5
2025-06-24,WHLR,10,12.02,3
2025-06-24,AMRN,11,11.82,4
2025-06-24,NCNA,12,11.78,4
2025-06-24,ZEO,13,11.59,1
2025-06-24,INDP,14,11.08,9
2025-06-24,NXTC,15,10.64,1
2025-06-25,ICU,1,27.37,22
2025-06-25,SRFM,2,21.74,9
2025-06-25,HSDT,3,18.27,5
2025-06-25,ULY,4,16.67,10
2025-06-25,VOR,5,15.34,8
2025-06-25,CETX,6,14.75,5
2025-06-25,MXC,7,14.4,4
2025-06-25,HBNB,8,14.33,3
2025-06-25,XBIO,9,13.79,4
2025-06-25,FNWB,10,13.41,8
2025-06-25,ROMA,11,13.04,4
2025-06-25,SONM,12,12.93,2
2025-06-25,GVH,13,11.74,2
2025-06-25,CRML,14,11.73,4
2025-06-25,LGHL,15,11.24,1
2025-06-26,TE.WS,1,27.29,1
2025-06-26,VOR,2,23.17,21
2025-06-26,CYN,3,19.12,20
2025-06-26,HTOO,4,17.37,5
2025-06-26,ALT,5,17.06,11
2025-06-26,BIAF,6,14.71,11
2025-06-26,LZMH,7,14.13,1
2025-06-26,EGG,8,13.94,3
2025-06-26,BLIV,9,13.93,2
2025-06-26,NA,10,13.73,5
2025-06-26,DFSC,11,13.64,6
2025-06-26,PLAG,12,12.4,1
2025-06-26,ICU,13,12.39,7
2025-06-26,SRFM,14,12.32,8
2025-06-26,YAAS,15,12.04,2
2025-06-27,NBP,1,22.17,9
2025-06-27,LCFY,2,20.64,16
2025-06-27,HYPD,3,13.8,5
2025-06-27,SEED,4,13.76,1
2025-06-27,GVH,5,13.38,7
2025-06-27,SPPL,6,12.22,4
2025-06-27,UCFI,7,12.17,1
2025-06-27,CYN,8,11.86,8
2025-06-27,CTOR,9,11.85,11
2025-06-27,AIRO,10,10.66,2
2025-06-27,STEM,11,10.32,6
2025-06-27,INMB,12,10.23,10
2025-06-27,BGSF,13,10.21,2
2025-06-27,PMAX,14,9.72,1
2025-06-27,CHAI,15,9.44,8
2025-06-30,IPDN,1,21.2,15
2025-06-30,HYPD,2,17.44,3
2025-06-30,HBNB,3,16.22,7
2025-06-30,ARTL,4,13.71,12
2025-06-30,DOGZ,5,13.47,6
2025-06-30,ONEG,6,11.21,4
2025-06-30,RYET,7,10.85,5
2025-06-30,XCUR,8,10.78,9
2025-06-30,DFSC,9,10.47,2
2025-06-30,RDNW,10,10.33,2
2025-06-30,BAER,11,10.19,3
2025-06-30,FATN,12,10.17,1
2025-06-30,AMPX.WS,13,10.0,2
2025-06-30,ARBK,14,10.0,2
2025-06-30,VOR,15,9.85,10
2025-07-01,LVLU,1,35.5,15
2025-07-01,RVMDW,2,27.21,2
2025-07-01,AURE,3,26.71,19
2025-07-01,ARBK,4,26.66,35
2025-07-01,DOGZ,5,22.31,4
2025-07-01,BGLC,6,18.97,26
2025-07-01,ONEG,7,14.09,13
2025-07-01,WOLF,8,13.6,17
2025-07-01,HSDT,9,13.41,4
2025-07-01,BGL,10,13.24,7
2025-07-01,SCWO,11,12.81,6
2025-07-01,LCFY,12,12.47,5
2025-07-01,LIXT,13,12.13,24
2025-07-01,MGYR,14,11.34,3
2025-07-01,POLA,15,11.11,6
2025-07-02,LIXT,1,37.5,14
2025-07-02,LVLU,2,17.83,9
2025-07-02,WOLF,3,17.38,11
2025-07-02,BGL,4,16.09,13
2025-07-02,BIAF,5,15.51,3
2025-07-02,ORIO,6,15.07,13
2025-07-02,FBYD,7,14.74,1
2025-07-02,METC,8,13.51,9
2025-07-02,PDC,9,13.15,13
2025-07-02,NAMM,10,12.78,9
2025-07-02,CPHC,11,12.26,2
2025-07-02,TTGT,12,11.66,3
2025-07-02,DDC,13,11.05,1
2025-07-02,VOR,14,11.03,3
2025-07-02,CRIS,15,10.97,5
2025-07-03,PROK,1,19.98,6
2025-07-03,LIXT,2,19.96,15
2025-07-03,BLIV,3,14.33,1
2025-07-03,FEBO,4,14.25,1
2025-07-03,BGL,5,13.25,4
2025-07-03,RVMDW,6,12.96,3
2025-07-03,XCUR,7,12.76,3
2025-07-03,CIGL,8,12.41,4
2025-07-03,YAAS,9,12.38,5
2025-07-03,NTHI,10,11.65,4
2025-07-03,CMND,11,11.63,4
2025-07-03,DFLI,12,11.23,2
2025-07-03,WOLF,13,11.22,12
2025-07-03,BGLC,14,11.15,4
2025-07-03,GITS,15,11.14,14
2025-07-07,JSPR,1,18.07,17
2025-07-07,BTOG,2,17.03,13
2025-07-07,VOR,3,16.02,4
2025-07-07,SY,4,14.93,3
2025-07-07,PRME,5,13.02,5
2025-07-07,NUWE,6,12.83,1
2025-07-07,SBET,7,12.38,5
2025-07-07,CGTX,8,12.36,7
2025-07-07,WOLF,9,11.86,17
2025-07-07,BGL,10,11.43,11
2025-07-07,ZKIN,11,11.31,1
2025-07-07,NAMM,12,11.23,2
2025-07-07,BGMS,13,11.18,3
2025-07-07,CURR,14,11.0,9
2025-07-07,YAAS,15,10.89,2
2025-07-08,RLYB,1,38.99,16
2025-07-08,MBRX,2,27.03,18
2025-07-08,WKHS,3,23.14,24
2025-07-08,PROK,4,22.12,21
2025-07-08,UONEK,5,21.62,8
2025-07-08,AMPX.WS,6,17.28,3
2025-07-08,UCFI,7,16.81,8
2025-07-08,SOUNW,8,15.59,5
2025-07-08,KULR,9,15.03,3
2025-07-08,NDRA,10,14.19,8
2025-07-08,FEED,11,14.13,2
2025-07-08,UONE,12,11.44,4
2025-07-08,BTOG,13,11.36,7
2025-07-08,ORKT,14,11.33,1
2025-07-08,RILYP,15,11.21,1
2025-07-09,AQMS,1,43.45,21
2025-07-09,EEIQ,2,37.29,17
2025-07-09,AHG,3,30.3,8
2025-07-09,SUGP,4,30.19,21
2025-07-09,SKBL,5,17.07,4
2025-07-09,LZMH,6,15.88,3
2025-07-09,AMPX.WS,7,15.7,5
2025-07-09,EMPG,8,14.51,2
2025-07-09,EGG,9,14.27,5
2025-07-09,STG,10,12.63,2
2025-07-09,GROV,11,12.5,8
2025-07-09,EQ,12,11.84,3
2025-07-09,VIOT,13,11.47,2
2025-07-09,BGL,14,11.46,1
2025-07-09,NTRBW,15,11.46,1
2025-07-10,ABVE,1,97.44,28
2025-07-10,GIBO,2,30.61,9
2025-07-10,STKH,3,25.56,15
2025-07-10,QTTB,4,23.04,13
2025-07-10,CYCU,5,17.08,4
2025-07-10,NXTC,6,15.09,1
2025-07-10,RFL,7,14.14,8
2025-07-10,MTEN,8,13.94,2
2025-07-10,EGG,9,13.57,5
2025-07-10,HCTI,10,13.39,8
2025-07-10,ANNX,11,12.97,5
2025-07-10,PSNYW,12,12.82,1
2025-07-10,PROK,13,12.72,5
2025-07-10,CGTX,14,12.34,5
2025-07-10,METC,15,11.24,4
2025-07-11,BQ,1,31.63,7
2025-07-11,FTFT,2,26.34,14
2025-07-11,INKT,3,20.85,22
2025-07-11,CVM,4,16.67,7
2025-07-11,ZBAI,5,16.49,9
2025-07-11,MIST,6,15.83,4
2025-07-11,QTTB,7,15.35,9
2025-07-11,HSCS,8,14.44,10
2025-07-11,YOUL,9,13.87,5
2025-07-11,ABVC,10,13.48,6
2025-07-11,SQNS,11,12.62,12
2025-07-11,BIAF,12,11.15,2
2025-07-11,VOR,13,10.87,2
2025-07-11,WOLF,14,10.45,4
2025-07-11,PCLA,15,10.32,1
2025-07-14,TROO,1,60.02,9
2025-07-14,PMN,2,47.73,15
2025-07-14,BGL,3,20.3,14
2025-07-14,SDST,4,16.49,12
2025-07-14,MIRA,5,16.19,6
2025-07-14,SQFT,6,16.0,16
2025-07-14,STG,7,15.85,5
2025-07-14,JXG,8,15.78,4
2025-07-14,EDHL,9,15.38,8
2025-07-14,MSW,10,13.23,5
2025-07-14,TCRT,11,13.17,3
2025-07-14,CLIK,12,12.56,1
2025-07-14,OKUR,13,12.5,1
2025-07-14,DARE,14,11.83,5
2025-07-14,PFSA,15,11.64,6
2025-07-15,MI,1,20.09,2
2025-07-15,INBS,2,18.13,4
2025-07-15,PLRZ,3,18.06,20
2025-07-15,HTOO,4,17.39,7
2025-07-15,AEI,5,17.37,2
2025-07-15,BGMS,6,17.19,17
2025-07-15,FTFT,7,15.4,9
2025-07-15,MSW,8,15.35,8
2025-07-15,WOLF,9,14.3,7
2025-07-15,RYET,10,13.87,8
2025-07-15,SXTP,11,13.83,4
2025-07-15,ANPA,12,13.75,7
2025-07-15,LZMH,13,13.5,11
2025-07-15,NCNA,14,13.4,3
2025-07-15,YOUL,15,13.27,5
2025-07-16,GSUN,1,16.02,2
2025-07-16,WKHS,2,15.68,5
2025-07-16,RGTX,3,15.51,7
2025-07-16,EQ,4,14.04,5
2025-07-16,NEOVW,5,13.99,2
2025-07-16,NTZ,6,13.83,2
2025-07-16,AIXC,7,12.29,8
2025-07-16,NUWE,8,11.85,7
2025-07-16,TRON,9,11.82,4
2025-07-16,LWLG,10,11.37,7
2025-07-16,PEW,11,10.86,4
2025-07-16,PHOE,12,10.85,1
2025-07-16,OPEN,13,10.42,4
2025-07-16,CEPO,14,10.39,3
2025-07-16,DPRO,15,10.21,3
2025-07-17,NAK,1,39.6,9
2025-07-17,MRKR,2,33.34,19
2025-07-17,GVH,3,27.41,8
2025-07-17,TRON,4,19.16,11
2025-07-17,EMPD,5,16.26,21
2025-07-17,PTNM,6,15.94,5
2025-07-17,IMNN,7,15.69,17
2025-07-17,QS,8,13.01,8
2025-07-17,XXII,9,13.0,4
2025-07-17,TWG,10,13.0,3
2025-07-17,SQNS,11,12.92,2
2025-07-17,ELUT,12,11.36,1
2025-07-17,DPRO,13,11.29,5
2025-07-17,AUDC,14,11.2,3
2025-07-17,AIXC,15,10.71,2
2025-07-18,ARBK,1,18.22,10
2025-07-18,TGEN,2,17.34,8
2025-07-18,KMRK,3,13.72,9
2025-07-18,BGMS,4,13.44,9
2025-07-18,ZKIN,5,12.1,3
2025-07-18,BTOG,6,12.03,9
2025-07-18,PTNM,7,11.19,5
2025-07-18,LITS,8,10.8,9
2025-07-18,ANPA,9,10.64,9
2025-07-18,MB,10,10.64,1
2025-07-18,BTCS,11,10.28,3
2025-07-18,SBDS,12,10.25,4
2025-07-18,RYET,13,10.0,2
2025-07-18,CRMLW,14,9.96,3
2025-07-18,NAK,15,9.92,3
2025-07-21,SABS,1,23.61,18
2025-07-21,BENF,2,21.4,9
2025-07-21,PMN,3,19.58,15
2025-07-21,CRMLW,4,17.92,3
2025-07-21,ORBS,5,17.91,5
2025-07-21,CMND,6,17.07,2
2025-07-21,CCM,7,16.53,7
2025-07-21,BEEM,8,14.8,6
2025-07-21,TWG,9,13.49,5
2025-07-21,BZAI,10,12.26,8
2025-07-21,TE.WS,11,12.11,1
2025-07-21,VERI,12,11.81,6
2025-07-21,BNKK,13,11.44,12
2025-07-21,CMBM,14,11.27,6
2025-07-21,STEM,15,10.73,7
2025-07-22,TLSIW,1,42.85,6
2025-07-22,JXG,2,30.45,11
2025-07-22,OPEN,3,26.68,9
2025-07-22,PLRZ,4,24.4,21
2025-07-22,LNZA,5,23.84,8
2025-07-22,DFLI,6,22.53,25
2025-07-22,HTOO,7,20.37,16
2025-07-22,FTRE,8,18.92,6
2025-07-22,LGCY,9,17.78,8
2025-07-22,NUAIW,10,17.25,1
2025-07-22,REPL,11,17.24,11
2025-07-22,OCSAW,12,16.99,2
2025-07-22,BENF,13,16.1,10
2025-07-22,WOOF,14,15.54,9
2025-07-22,FRGT,15,14.73,1
2025-07-23,MKZR,1,34.36,8
2025-07-23,PALI,2,21.0,12
2025-07-23,KOSS,3,21.0,6
2025-07-23,RNAZ,4,19.79,5
2025-07-23,ATYR,5,17.88,6
2025-07-23,WOLF,6,16.25,10
2025-07-23,BNKK,7,14.7,7
2025-07-23,CTOR,8,14.37,12
2025-07-23,PLRZ,9,14.02,7
2025-07-23,SDOT,10,12.82,2
2025-07-23,RZLV,11,12.66,5
2025-07-23,EPSM,12,11.61,1
2025-07-23,ETHZ,13,11.42,1
2025-07-23,BLNE,14,11.35,5
2025-07-23,TRSG,15,10.8,1
2025-07-24,HCTI,1,54.42,22
2025-07-24,SUGP,2,32.69,12
2025-07-24,TLSIW,3,32.49,4
2025-07-24,LIDR,4,17.62,3
2025-07-24,ANPA,5,16.76,5
2025-07-24,ATHR,6,15.29,9
2025-07-24,SLDP,7,14.02,6
2025-07-24,LHAI,8,12.98,3
2025-07-24,FLNT,9,12.69,1
2025-07-24,PHOE,10,11.47,2
2025-07-24,WDH,11,11.32,5
2025-07-24,EQ,12,11.32,2
2025-07-24,SGMT,13,11.13,1
2025-07-24,SRFM,14,11.0,4
2025-07-24,OPEN,15,10.86,4
2025-07-25,GROY.WS,1,27.97,1
2025-07-25,AGH,2,23.4,5
2025-07-25,LNZA,3,20.79,6
2025-07-25,HTOO,4,16.23,3
2025-07-25,HCTI,5,13.36,9
2025-07-25,NMRA,6,13.13,8
2025-07-25,UAVS,7,12.92,5
2025-07-25,EAF,8,12.87,8
2025-07-25,DFLI,9,12.51,8
2025-07-25,PASG,10,12.38,5
2025-07-25,LHAI,11,11.52,11
2025-07-25,ORBS,12,10.64,6
2025-07-25,BNKK,13,10.14,3
2025-07-25,VRCA,14,10.07,2
2025-07-25,PHIO,15,10.0,3
2025-07-28,VWAVW,1,36.69,16
2025-07-28,TLSIW,2,27.72,2
2025-07-28,VWAV,3,27.52,23
2025-07-28,NVNI,4,25.85,8
2025-07-28,EQ,5,18.07,3
2025-07-28,AIM,6,18.0,6
2025-07-28,WLACW,7,17.84,1
2025-07-28,CVM,8,16.39,8
2025-07-28,MGRT,9,15.2,14
2025-07-28,BNC,10,15.1,15
2025-07-28,NUAIW,11,15.0,1
2025-07-28,GIBO,12,14.37,24
2025-07-28,SUIG,13,13.91,5
2025-07-28,GROY.WS,14,13.9,1
2025-07-28,ANPA,15,13.03,2
2025-07-29,IAUX.WS,1,21.62,1
2025-07-29,ADIL,2,19.56,7
2025-07-29,PRLD,3,16.67,3
2025-07-29,VSME,4,14.97,1
2025-07-29,SOFX,5,14.44,4
2025-07-29,AIHS,6,13.61,2
2025-07-29,ANGH,7,13.13,3
2025-07-29,GMM,8,12.39,2
2025-07-29,BNC,9,12.16,4
2025-07-29,GIBO,10,11.73,5
2025-07-29,VWAV,11,11.17,3
2025-07-29,NTHI,12,10.93,3
2025-07-29,VWAVW,13,10.61,4
2025-07-29,SUIG,14,10.37,8
2025-07-29,ETHZ,15,10.33,3
2025-07-30,XBP,1,37.25,18
2025-07-30,SUPX,2,21.4,15
2025-07-30,RCON,3,20.82,11
2025-07-30,TLSIW,4,18.1,1
2025-07-30,CRMLW,5,16.44,1
2025-07-30,YSXT,6,16.33,1
2025-07-30,VWAVW,7,16.04,14
2025-07-30,EMPG,8,14.55,6
2025-07-30,PDC,9,12.8,2
2025-07-30,VWAV,10,12.72,12
2025-07-30,MGRT,11,12.14,4
2025-07-30,MCRP,12,12.09,2
2025-07-30,BHVN,13,11.97,8
2025-07-30,BNC,14,11.94,5
2025-07-30,FLYX,15,11.61,1
2025-07-31,ENGNW,1,44.23,1
2025-07-31,PDC,2,25.07,8
2025-07-31,SNGX,3,21.43,24
2025-07-31,CMPS,4,17.91,5
2025-07-31,FIEE,5,17.65,7
2025-07-31,LHAI,6,14.55,7
2025-07-31,SLXN,7,13.19,8
2025-07-31,FGI,8,12.75,4
2025-07-31,PBM,9,12.62,10
2025-07-31,HCTI,10,10.56,1
2025-07-31,CORZW,11,10.49,2
2025-07-31,VWAV,12,10.09,3
2025-07-31,SUPX,13,9.76,2
2025-07-31,FAMI,14,9.55,2
2025-07-31,AIFU,15,9.52,1
2025-08-01,HTCO,1,32.23,6
2025-08-01,ELUT,2,18.45,2
2025-08-01,GLXG,3,17.48,4
2025-08-01,NBP,4,13.83,13
2025-08-01,PCLA,5,12.09,2
2025-08-01,SUPX,6,11.5,4
2025-08-01,BTAI,7,10.66,15
2025-08-01,AIRS,8,10.3,2
2025-08-01,HR,9,10.13,2
2025-08-01,RAVE,10,10.09,2
2025-08-01,MSW,11,9.52,3
2025-08-01,SKBL,12,9.3,3
2025-08-01,GORO,13,9.16,2
2025-08-01,IPM,14,9.13,6
2025-08-01,DRMA,15,8.88,2
2025-08-04,BTBD,1,52.92,35
2025-08-04,GP,2,39.08,17
2025-08-04,IAUX.WS,3,29.97,1
2025-08-04,PBM,4,24.95,7
2025-08-04,JOBY.WS,5,23.59,7
2025-08-04,BNC,6,19.19,4
2025-08-04,PDC,7,17.26,10
2025-08-04,TONX,8,15.77,11
2025-08-04,SUPX,9,14.53,7
2025-08-04,HOVR,10,13.71,1
2025-08-04,CMBM,11,13.57,3
2025-08-04,RUBI,12,13.56,6
2025-08-04,NTZ,13,13.56,1
2025-08-04,RVSN,14,13.46,5
2025-08-04,BNZI,15,11.73,2
2025-08-05,CWD,1,28.85,28
2025-08-05,BTAI,2,26.22,8
2025-08-05,HIMZ,3,16.03,11
2025-08-05,STTK,4,15.83,6
2025-08-05,TONX,5,15.28,2
2025-08-05,PLAG,6,14.19,1
2025-08-05,FGI,7,13.09,2
2025-08-05,GIBO,8,12.89,3
2025-08-05,OKLL,9,11.25,4
2025-08-05,SAIH,10,11.2,4
2025-08-05,PDC,11,11.03,2
2025-08-05,YSXT,12,10.91,2
2025-08-05,NUWE,13,10.69,5
2025-08-05,SPPL,14,10.36,2
2025-08-05,FDMT,15,10.33,3
2025-08-06,EQS,1,38.67,6
2025-08-06,AIMD,2,22.47,10
2025-08-06,LHAI,3,15.45,6
2025-08-06,EHTH,4,14.5,4
2025-08-06,DCX,5,13.73,1
2025-08-06,IPDN,6,13.34,7
2025-08-06,HLLY,7,12.56,4
2025-08-06,BTAI,8,12.5,7
2025-08-06,ARQ,9,12.46,4
2025-08-06,PRCH,10,12.04,1
2025-08-06,KRNT,11,12.02,7
2025-08-06,TONX,12,11.79,3
2025-08-06,CRCT,13,11.78,2
2025-08-06,MB,14,11.52,2
2025-08-06,CPIX,15,11.07,4
2025-08-07,BRLT,1,25.32,16
2025-08-07,FGL,2,18.85,4
2025-08-07,VSTL,3,18.52,7
2025-08-07,BTOG,4,17.8,8
2025-08-07,IRWD,5,16.14,5
2025-08-07,PALI,6,16.11,3
2025-08-07,PGY,7,14.58,2
2025-08-07,SLDP,8,13.97,7
2025-08-07,APPX,9,13.76,10
2025-08-07,RDIB,10,13.08,2
2025-08-07,CMCT,11,12.58,4
2025-08-07,JMIA,12,12.55,3
2025-08-07,DXR,13,12.1,2
2025-08-07,LIVE,14,11.86,1
2025-08-07,BLZE,15,11.83,3
2025-08-08,IOVA,1,17.1,5
2025-08-08,MRM,2,14.93,3
2025-08-08,PLBL,3,14.4,1
2025-08-08,CGTX,4,14.33,2
2025-08-08,TMCI,5,13.93,6
2025-08-08,BTOG,6,12.86,2
2025-08-08,LDI,7,12.8,1
2025-08-08,CLNE,8,11.94,3
2025-08-08,AVAH,9,11.74,1
2025-08-08,BTAI,10,11.73,6
2025-08-08,NB,11,11.61,5
2025-08-08,EDHL,12,11.54,2
2025-08-08,AMPX.WS,13,11.3,3
2025-08-08,QVCGA,14,11.23,4
2025-08-08,OPRX,15,11.17,7
2025-08-11,HURA,1,26.68,5
2025-08-11,TC,2,23.08,7
2025-08-11,GRDX,3,23.05,13
2025-08-11,INTJ,4,20.73,5
2025-08-11,NCNA,5,17.76,6
2025-08-11,EQ,6,17.22,9
2025-08-11,SOUX,7,17.09,7
2025-08-11,AREC,8,15.13,6
2025-08-11,FGNX,9,14.53,4
2025-08-11,ONEG,10,14.45,6
2025-08-11,UGRO,11,14.03,8
2025-08-11,BJDX,12,13.33,8
2025-08-11,GPRE,13,13.12,3
2025-08-11,MPAA,14,11.4,2
2025-08-11,PMN,15,11.33,5
2025-08-12,RDNW,1,24.89,13
2025-08-12,ETHZ,2,19.63,10
2025-08-12,KOPN,3,18.28,7
2025-08-12,IHRT,4,18.1,11
2025-08-12,MGLD,5,14.2,1
2025-08-12,OPTU,6,13.46,6
2025-08-12,TLS,7,11.77,6
2025-08-12,TLRY,8,11.64,9
2025-08-12,HCHL,9,11.54,1
2025-08-12,HUMA,10,11.39,3
2025-08-12,PUBM,11,11.28,5
2025-08-12,BTAI,12,11.21,3
2025-08-12,LTBR,13,11.05,9
2025-08-12,BNKK,14,10.43,5
2025-08-12,ARCT,15,10.32,11
2025-08-13,WBTN,1,19.48,7
2025-08-13,NSRX,2,17.87,3
2025-08-13,MNTS,3,17.32,10
2025-08-13,BNKK,4,15.35,9
2025-08-13,MAGH,5,15.15,6
2025-08-13,NUAI,6,14.37,10
2025-08-13,OPTXW,7,14.29,1
2025-08-13,MGLD,8,12.09,1
2025-08-13,UCL,9,11.26,5
2025-08-13,ETHZ,10,11.04,6
2025-08-13,RGTX,11,10.99,2
2025-08-13,SUGP,12,10.75,3
2025-08-13,VERU,13,10.33,4
2025-08-13,DOGZ,14,10.25,3
2025-08-13,BTOG,15,10.23,2
2025-08-14,MB,1,20.48,4
2025-08-14,XOS,2,18.73,11
2025-08-14,GDHG,3,17.25,1
2025-08-14,DLPN,4,15.37,8
2025-08-14,CDXS,5,14.8,6
2025-08-14,SNOA,6,13.43,9
2025-08-14,BMRA,7,13.3,13
2025-08-14,RYOJ,8,13.23,3
2025-08-14,INKT,9,12.98,4
2025-08-14,EGG,10,12.75,6
2025-08-14,HIND,11,12.74,16
2025-08-14,LICN,12,11.11,3
2025-08-14,GAU,13,10.71,4
2025-08-14,SLDP,14,10.11,3
2025-08-14,CRDL,15,10.08,2
2025-08-15,TE.WS,1,25.0,1
2025-08-15,BNKK,2,15.63,1
2025-08-15,HIND,3,14.29,1
2025-08-15,UGRO,4,12.24,5
2025-08-15,FLYX,5,12.22,1
2025-08-15,CGTX,6,11.98,5
2025-08-15,MCRP,7,11.73,3
2025-08-15,BTAI,8,10.59,5
2025-08-15,UCFI,9,9.98,5
2025-08-15,LAWR,10,9.95,1
2025-08-15,SORA,11,9.92,3
2025-08-15,UAVS,12,9.82,2
2025-08-15,ONEG,13,9.64,1
2025-08-15,FOSL,14,9.62,9
2025-08-15,SNOA,15,9.49,2
2025-08-18,ASBP,1,32.78,11
2025-08-18,HYFT,2,29.7,6
2025-08-18,SNGX,3,16.94,12
2025-08-18,BMR,4,13.8,2
2025-08-18,WHLR,5,13.08,1
2025-08-18,MB,6,12.67,6
2025-08-18,FLYE,7,12.63,9
2025-08-18,CTW,8,12.6,2
2025-08-18,MTEX,9,10.97,1
2025-08-18,XFOR,10,10.45,2
2025-08-18,ATLN,11,10.11,1
2025-08-18,HFFG,12,10.03,5
2025-08-18,LGCL,13,9.99,8
2025-08-18,GRDX,14,9.39,1
2025-08-18,DFLI,15,9.3,3
2025-08-19,PRFX,1,20.7,18
2025-08-19,GXAI,2,20.25,19
2025-08-19,DTCX,3,15.91,7
2025-08-19,IOTR,4,15.65,2
