symbol,event_time_et,event_time_utc,event_type,open,close,pct_move_1m,pct_move_3m,rel_vol_30d,prev_close,price_929,day_gain_pct_929plus,day_gain_pct_event,float_shares,float_lt_20m,pillar_day_gain_10pct,pillar_rel_vol_5x,pillar_score,news_has_catalyst,news_article_count,news_specific_count
QTTB,2025-10-10T09:31:00-04:00,2025-10-10T13:31:00+00:00,gap_3m_3pct,3.58,3.65,1.9553072625698276,4.285714285714293,1.8087014942085422,3.24,3.5,8.024691358024683,12.65432098765431,12300000,True,False,False,1,,,
SWKH,2025-10-10T09:31:00-04:00,2025-10-10T13:31:00+00:00,gap_3m_3pct,16.805,17.015,1.2496280868789178,3.813300793166574,2387.9908045977013,14.4,16.39,13.81944444444445,18.159722222222218,12100000,True,True,True,3,,,
TCRT,2025-10-10T09:31:00-04:00,2025-10-10T13:31:00+00:00,gap_3m_3pct,3.3842,3.3842,0.0,4.12602689148025,0.018420742045678368,3.99,3.345,-16.16541353383458,-15.18295739348372,2230000,True,False,False,1,,,
VSME,2025-10-10T09:31:00-04:00,2025-10-10T13:31:00+00:00,gap_3m_3pct,1.51,1.6,5.96026490066226,7.38255033557047,5.80357441985793,1.3,1.49,14.615384615384608,23.076923076923084,2750000,True,True,True,3,,,
AAME,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,2.92,2.92,0.0,5.035971223021596,1.5344072164948455,2.9,2.78,-4.137931034482767,0.6896551724137945,20400000,False,False,False,0,,,
AEVA,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,16.6544,17.1,2.675569218945162,4.046242774566489,0.8349259720235552,16.17,16.435,1.638837353123046,5.75139146567718,60080000,False,False,False,0,,,
BJDX,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,3.09,3.13,1.2944983818770295,3.9867109634551534,0.03865377662188916,3.28,3.02,-7.926829268292678,-4.57317073170731,710000,True,False,False,1,,,
BNAI,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,0.5513,0.5644,2.3762017050607653,3.199853720972756,0.029125496374645593,0.5276,0.5469,3.658074298711167,6.974981046247164,5830000,True,False,False,1,,,
BULG,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,9.82,9.83,0.10183299389001643,4.463336875664181,1.663395504543281,9.5458,9.41,-1.4226151815458055,2.9772255861216568,,,False,False,0,,,
BULX,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,21.15,21.2085,0.2765957446808631,3.709046454767728,0.3565984639737351,20.81,20.45,-1.7299375300336317,1.9149447381066942,,,False,False,0,,,
CAF,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,16.682,16.682,0.0,4.131684571257344,3.152640742890308,16.7,16.0201,-4.071257485029944,-0.10778443113772518,17040000,True,False,False,1,,,
CIFR,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,19.0749,19.5,2.2285831118380672,3.338632750397452,1.0856069086010234,17.99,18.79,4.446914952751535,8.393551973318525,395090000,False,False,False,0,,,
FKWL,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,4.83,4.84,0.20703933747412417,6.843267108167761,18.45899470899471,4.58,4.53,-1.091703056768556,5.676855895196509,11780000,True,False,True,2,,,
GERN,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,1.445,1.4487,0.25605536332180545,3.1103202846975098,1.5603108865034798,1.39,1.42,2.158273381294973,4.223021582733821,638360000,False,False,False,0,,,
GYRE,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,8.0819,8.19,1.3375567626424445,4.190519807648263,17.050904278782532,7.15,7.8606,9.93846153846154,14.545454545454529,90890000,False,False,True,1,,,
ISOU,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,10.2,10.3,0.9803921568627638,4.674796747967491,3.219047619047619,10.41,10.1,-2.9779058597502406,-1.056676272814594,60560000,False,False,False,0,,,
JFU,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,4.12,4.29,4.126213592233019,7.250000000000001,9.312097174020822,4.2,4.0,-4.761904761904767,2.1428571428571352,235470000,False,False,True,1,,,
LDI,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,3.28,3.325,1.371951219512213,4.88958990536279,0.8128640843368555,3.01,3.07,1.9933554817275656,10.465116279069786,333240000,False,False,False,0,,,
LWLG,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,5.8654,5.9559,1.5429467725986301,3.490877497827971,3.087690802053042,5.95,5.755,-3.2773109243697474,0.09915966386553343,145430000,False,False,False,0,,,
NKLR,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,16.095,16.21,0.7145076110593562,3.512132822477665,1.8336193961237957,15.52,15.65,0.8376288659793785,4.4458762886598,70300000,False,False,False,0,,,
NVTS,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,8.345,8.375,0.3594967046135267,3.2090306361373333,2.1802059288252855,8.0,8.0,0.0,4.6875,230500000,False,False,False,0,,,
OKLL,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,90.1999,90.845,0.7151892629592815,3.2094978413996778,0.4524873714256411,89.5,88.02,-1.6536312849162016,1.5027932960893775,,,False,False,0,,,
OUST,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,31.19,31.655,1.490862455915365,3.4788236986283527,0.5172688971672109,30.85,30.5908,-0.8401944894651514,2.6094003241491137,60010000,False,False,False,0,,,
QTTB,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,3.65,3.69,1.0958904109588996,4.237288135593209,2.6784061849539103,3.24,3.5,8.024691358024683,13.888888888888884,12300000,True,False,False,1,,,
SRFM,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,5.77,5.8485,1.36048526863084,3.827513359015766,3.1974604847139774,5.39,5.63,4.452690166975892,8.506493506493506,63220000,False,False,False,0,,,
TOYO,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,7.15,7.255,1.4685314685314532,3.0539772727272707,0.8879503633833308,7.09,7.04,-0.7052186177715081,2.3272214386459877,37770000,False,False,False,0,,,
TRON,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,4.2199,4.2783,1.383919050214466,3.498076783511128,2.185608407971121,3.99,4.23,6.015037593984962,7.225563909774424,257120000,False,False,False,0,,,
VSME,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,1.64,1.72,4.878048780487809,13.907284768211925,5.31869349600632,1.3,1.49,14.615384615384608,32.30769230769231,2750000,True,True,True,3,,,
WKEY,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,8.14,8.318,2.1867321867321765,4.235588972431059,6.464326320036188,7.44,7.98,7.258064516129026,11.801075268817197,4090000,True,False,True,2,,,
XBIO,2025-10-10T09:32:00-04:00,2025-10-10T13:32:00+00:00,gap_3m_3pct,8.05,8.38,4.09937888198757,4.2288557213930655,0.040740978793313176,9.46,8.69,-8.139534883720945,-11.416490486257924,2290000,True,False,False,1,,,
ABAT,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,6.6576,6.845,2.8148281663061603,4.823889739663079,1.484370330808363,6.24,6.441,3.221153846153846,9.69551282051282,131710000,False,False,False,0,,,
BAIG,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,25.8399,27.46,6.26976110588664,9.54117168364701,1.4768452194460455,23.9,24.06,0.6694560669456173,14.895397489539764,,,False,False,0,,,
BBAI,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,7.8,8.0399,3.0756410256410183,4.257222885004408,1.216227016733302,7.49,7.55,0.8010680907877044,7.341789052069414,436550000,False,False,False,0,,,
BITF,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,4.6699,4.7355,1.4047410008779515,3.6191768232642696,1.5889093743187004,4.17,4.38,5.035971223021574,13.56115107913669,601580000,False,False,False,0,,,
CIFR,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,19.515,19.93,2.126569305662307,4.5919706113880965,1.189570309123861,17.99,18.79,4.446914952751535,10.783768760422463,395090000,False,False,False,0,,,
CRCA,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,18.94,19.1399,1.055438225976757,3.403025391680159,1.2940006721211408,18.3,18.31,0.054644808743153916,4.589617486338793,,,False,False,0,,,
CRCG,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,12.05,12.1,0.4149377593360981,3.066439522998299,1.4778596156424229,11.62,11.63,0.0860585197934638,4.130808950086062,,,False,False,0,,,
CRML,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,16.834,16.95,0.6890816205298744,4.888613861386126,2.6360571169026645,14.71,16.5303,12.37457511896669,15.227736233854516,117900000,False,True,False,1,,,
DC,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,4.97,5.065,1.9114688128772706,3.0036808817847316,1.147104429643311,4.82,4.9,1.6597510373443924,5.082987551867224,113260000,False,False,False,0,,,
GYRE,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,8.19,8.46,3.296703296703307,3.6764705882353033,12.28413591828226,7.15,7.8606,9.93846153846154,18.321678321678327,90890000,False,False,True,1,,,
HIVE,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,7.4901,7.6205,1.7409647401236183,3.8215258855585743,1.6497615575158608,6.96,7.22,3.735632183908044,9.489942528735629,250920000,False,False,False,0,,,
IDAI,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,3.83,3.83,0.0,4.033681923129162,0.7926653508973242,3.74,3.68,-1.6042780748663166,2.4064171122994527,5250000,True,False,False,1,,,
JFU,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,4.28,4.3,0.4672897196261516,4.3689320388349495,42.3125,4.2,4.0,-4.761904761904767,2.3809523809523725,235470000,False,False,True,1,,,
MRAL,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,29.975,30.635,2.2018348623853212,3.477743925094745,1.4959151148599579,27.9712,29.34,4.893604850703581,9.52336689166,,,False,False,0,,,
MRM,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,2.15,2.17,0.9302325581395321,5.853658536585371,0.0581836699114123,2.1,2.03,-3.3333333333333437,3.3333333333333215,7900000,True,False,False,1,,,
NVA,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,23.835,23.8,-0.1468428781204123,3.5683202785030455,0.47801384884947096,22.11,23.7099,7.236092265943017,7.643600180913612,456150000,False,False,False,0,,,
OKLL,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,91.1,92.345,1.3666300768386375,3.0405009590482646,0.5274494008439924,89.5,88.02,-1.6536312849162016,3.1787709497206773,,,False,False,0,,,
OPTX,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,2.1999,2.2462,2.1046411200509096,4.474418604651165,1.7464633597364163,2.07,2.15,3.864734299516903,8.512077294685994,36920000,False,False,False,0,,,
TRON,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,4.28,4.34,1.4018691588784993,3.1197281820989797,2.2548103140832714,3.99,4.23,6.015037593984962,8.771929824561386,257120000,False,False,False,0,,,
USAR,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,34.18,34.55,1.0825043885313024,3.56714628297361,2.9088775440531616,31.07,34.3,10.39588027035725,11.200514966205333,217940000,False,True,False,1,,,
VSME,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,1.71,1.735,1.4619883040935644,8.437500000000009,4.527160924223269,1.3,1.49,14.615384615384608,33.46153846153845,2750000,True,True,False,2,,,
WKEY,2025-10-10T09:33:00-04:00,2025-10-10T13:33:00+00:00,gap_3m_3pct,8.31,8.4759,1.996389891696726,4.15212582944211,6.071485479759906,7.44,7.98,7.258064516129026,13.923387096774187,4090000,True,False,True,2,,,
ABAT,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,6.88,6.95,1.0174418604651292,4.048146595604529,1.6145460894741943,6.24,6.441,3.221153846153846,11.378205128205131,131710000,False,False,False,0,,,
BAER,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,1.735,1.735,0.0,3.8922155688622784,0.4658171124492368,1.66,1.67,0.6024096385542244,4.518072289156638,55540000,False,False,False,0,,,
BAIG,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,27.2904,27.92,2.3070383724679733,7.996874589016212,1.833374508047941,23.9,24.06,0.6694560669456173,16.82008368200838,,,False,False,0,,,
BBAI,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,8.0389,8.11,0.8844493649628582,4.107830551989733,1.3650075705623914,7.49,7.55,0.8010680907877044,8.277703604806398,436550000,False,False,False,0,,,
CLNN,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,9.5,9.5,0.0,5.959378520360925,0.108774842852544,9.44,9.37,-0.7415254237288171,0.6355932203389925,10850000,True,False,False,1,,,
CPSS,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,7.71,8.0,3.761348897535677,3.761348897535677,,7.87,7.87,0.0,1.6518424396442244,22070000,False,False,False,0,,,
CRML,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,16.925,17.38,2.688330871491873,3.0848344296229513,2.726339728830674,14.71,16.5303,12.37457511896669,18.150917743031947,117900000,False,True,False,1,,,
INDP,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,4.55,4.55,0.0,3.209708517636378,0.055472955130781265,4.31,4.345,0.8120649651972123,5.568445475638062,2240000,True,False,False,1,,,
MOVE,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,6.58,6.58,0.0,6.129032258064515,0.1140835017504046,0.649,6.2,855.3158705701078,913.8674884437597,830000,True,True,False,2,,,
MRAL,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,30.6314,31.1161,1.5823631959361872,3.893489148580964,1.7507668053377619,27.9712,29.34,4.893604850703581,11.243350303168963,,,False,False,0,,,
MRM,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,2.08,2.145,3.125,3.125,0.05589144848966137,2.1,2.03,-3.3333333333333437,2.1428571428571352,7900000,True,False,False,1,,,
QBTZ,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,19.85,20.0,0.7556675062972307,3.145951521402779,1.5513235365675637,19.8264,19.4001,-2.1501634184723506,0.8756002098212479,,,False,False,0,,,
SNES,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,4.33,4.33,0.0,6.650246305418728,0.283912631129323,4.13,4.15,0.4842615012106588,4.842615012106544,5220000,True,False,False,1,,,
STKE,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,4.16,4.184,0.5769230769230749,3.566919973266658,0.9658396227971874,4.17,4.0817,-2.117505995203839,0.3357314148681123,28060000,False,False,False,0,,,
SWKH,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,17.49,17.6399,0.8570611778158987,3.240626938699065,5222.851485148515,14.4,16.39,13.81944444444445,22.499305555555548,12100000,True,True,True,3,,,
TNMG,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,0.487,0.4885,0.30800821355236874,3.2769556025370017,0.4451385520973075,0.5456,0.4643,-14.90102639296187,-10.46554252199413,2560000,True,False,False,1,,,
VG,2025-10-10T09:34:00-04:00,2025-10-10T13:34:00+00:00,gap_3m_3pct,10.075,10.4786,4.005955334987599,5.208939938552981,30.71991691053145,12.58,10.0,-20.5087440381558,-16.70429252782194,2448110000,False,False,True,1,,,
AMBO,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_1m_10pct,5.45,6.01,10.275229357798166,7.899461400359065,0.060201117339536474,5.75,5.28,-8.173913043478255,4.521739130434788,5240000,True,False,False,1,,,
ANVS,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,1.64,1.71,4.268292682926833,6.211180124223592,4.062738909841096,2.2,1.61,-26.81818181818182,-22.272727272727277,26500000,False,False,False,0,,,
CRCA,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,19.36,19.75,2.01446280991735,3.1875819622882107,1.4972885591635805,18.3,18.31,0.054644808743153916,7.9234972677595605,,,False,False,0,,,
CRCG,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,12.332,12.55,1.7677586766136955,3.7190082644628086,1.8369873712973983,11.62,11.63,0.0860585197934638,8.003442340791755,,,False,False,0,,,
EPSM,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,40.115,41.7482,4.07129502679795,4.776508972267535,0.258646500408405,37.63,40.0,6.298166356630341,10.94392771724686,13440000,True,False,False,1,,,
MRKR,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,1.094,1.094,0.0,3.207547169811331,0.29661482654539056,1.05,1.06,0.952380952380949,4.190476190476189,16670000,True,False,False,1,,,
QNRX,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,14.95,15.784,5.578595317725754,30.44628099173554,1.7287521369466339,8.16,12.1,48.28431372549018,93.43137254901961,56570000,False,True,False,1,,,
STI,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,5.6005,5.7787,3.181858762610479,3.9353225777442047,0.27241976683411473,5.39,5.49,1.855287569573294,7.211502782931345,7470000,True,False,False,1,,,
XXI,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,21.9597,23.0665,5.040141714140001,5.817399442160887,1.401890678469132,22.75,22.3464,-1.7740659340659382,1.3912087912087978,651390000,False,False,False,0,,,
YSXT,2025-10-10T09:35:00-04:00,2025-10-10T13:35:00+00:00,gap_3m_3pct,2.58,2.58,0.0,4.878048780487809,1.3421055291052821,2.06,2.58,25.242718446601952,25.242718446601952,23440000,False,True,False,1,,,
ANVS,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,1.715,1.7299,0.868804664723033,5.481707317073181,4.9403146170855905,2.2,1.61,-26.81818181818182,-21.36818181818182,26500000,False,False,False,0,,,
BAOS,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,4.07,4.08,0.24570024570023108,3.2075280785186733,0.03250216686962741,4.86,4.0,-17.695473251028815,-16.049382716049386,1530000,True,False,False,1,,,
BEEM,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,3.5149,3.55,0.9986059347349752,4.71976401179941,0.06698342780687555,3.34,3.3531,0.39221556886228637,6.287425149700598,18260000,True,False,False,1,,,
CNVS,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,3.2876,3.3071,0.5931378513201135,3.343645511077775,0.9502054047114706,3.25,3.2001,-1.5353846153846162,1.7569230769230781,19150000,True,False,False,1,,,
FOFO,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,13.0071,13.0071,0.0,7.142504118616144,0.017413993924392107,12.38,12.14,-1.9386106623586419,5.065428109854597,6870000,True,False,False,1,,,
HUIZ,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,4.0957,4.0957,0.0,4.482142857142857,0.0029184830605982924,4.1,3.9,-4.8780487804877986,-0.1048780487804768,201770000,False,False,False,0,,,
JFB,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,14.36,14.55,1.3231197771587766,3.854389721627416,0.0015741709803303798,14.27,14.01,-1.8220042046250828,1.962158374211631,10430000,True,False,False,1,,,
NAK,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,2.025,2.07,2.2222222222222143,4.545454545454541,1.8735700030425213,1.96,1.99,1.5306122448979664,5.612244897959173,558460000,False,False,False,0,,,
NIOBW,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,4.22,4.2299,0.23459715639810863,3.165776444476953,0.8240847718338745,3.71,4.0,7.816711590296488,14.013477088948779,,,False,False,0,,,
RECT,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,3.7,3.7,0.0,8.823529411764719,0.5286458333333334,3.73,3.4,-8.847184986595181,-0.8042895442359144,14500000,True,False,False,1,,,
RNAZ,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,14.64,14.69,0.3415300546448119,3.087719298245606,0.00948163759390749,14.78,14.25,-3.5859269282814576,-0.6089309878213767,920000,True,False,False,1,,,
TRON,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,4.34,4.46,2.764976958525356,3.7209302325581506,2.734796216157565,3.99,4.23,6.015037593984962,11.779448621553868,257120000,False,False,False,0,,,
UXIN,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,3.44,3.49,1.4534883720930258,3.1933767001774083,1.8913243096830707,3.4,3.34,-1.764705882352946,2.6470588235294246,6758900000,False,False,False,0,,,
WOK,2025-10-10T09:36:00-04:00,2025-10-10T13:36:00+00:00,gap_3m_3pct,0.0947,0.0971,2.5343189017951406,4.633620689655182,0.8104647536426582,0.0907,0.0959,5.733186328555684,7.056229327453156,1720000,True,False,False,1,,,
AEI,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,3.035,3.07,1.153212520593061,3.3670033670033517,0.15238935561971378,2.92,2.988,2.328767123287667,5.13698630136985,38910000,False,False,False,0,,,
ALTS,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,3.015,3.07,1.8242122719734466,3.779325265364064,0.7978038046009914,2.89,2.89,0.0,6.22837370242213,126340000,False,False,False,0,,,
BITF,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,4.795,4.875,1.6684045881126153,3.4812141795796947,1.7448075470137754,4.17,4.38,5.035971223021574,16.90647482014389,601580000,False,False,False,0,,,
DRCT,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,0.34,0.3399,-0.029411764705900012,3.0312215822976496,7.927256028831152,0.3555,0.3201,-9.95780590717299,-4.388185654008437,1440000,True,False,True,2,,,
INDP,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,4.65,4.73,1.7204301075268935,6.0538116591928315,0.08652563094611262,4.31,4.345,0.8120649651972123,9.744779582366615,2240000,True,False,False,1,,,
INTS,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,0.3545,0.3608,1.7771509167842092,3.857225100748418,11.098355519658298,,0.3633,,,,,False,True,1,,,
NAK,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,2.0706,2.0977,1.3087993818216903,3.5901234567901286,2.174575293748111,1.96,1.99,1.5306122448979664,7.025510204081642,558460000,False,False,False,0,,,
POLA,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,4.819,4.89,1.4733347167461996,3.595110480266084,0.6960994037595011,4.8,4.7203,-1.6604166666666642,1.8750000000000044,2660000,True,False,False,1,,,
RSSS,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,3.565,3.565,0.0,3.0346820809248554,0.2641616969992015,3.46,3.46,0.0,3.0346820809248554,32869999,False,False,False,0,,,
SIFY,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,15.8499,15.8499,0.0,3.4359215317749436,0.6262362869658668,15.57,15.92,2.247912652536921,1.7976878612716796,72350000,False,False,False,0,,,
SWKH,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,17.9035,17.83,-0.41053425307902014,3.362318840579692,,14.4,16.39,13.81944444444445,23.819444444444436,12100000,True,True,False,2,,,
TAOX,2025-10-10T09:37:00-04:00,2025-10-10T13:37:00+00:00,gap_3m_3pct,7.705,7.85,1.8818948734587782,4.52729693741678,3.2007213621565915,7.09,7.72,8.885754583921024,10.719322990126944,7130000,True,False,False,1,,,
