cluster,count,run_gain_mean,run_gain_median,run_minutes_mean
0,394,16.48316371391145,11.24384027187766,2.0431472081218276
3,277,12.61566542990773,9.565217391304358,2.7689530685920576
1,1427,10.178128993620346,8.088235294117641,2.760336370007008
2,3132,8.841260776851882,6.784343410986682,3.4438058748403577
4,2784,8.380844405811416,6.591596212683526,3.1267959770114944
