symbol
ABVE
WOLF
BTOG
HCTI
GIBO
LIXT
PMN
BGMS
PROK
VWAV
ARBK
PLRZ
ETHZ
SUGP
WKHS
BGL
BGLC
LRHC
HTOO
ANPA
BNKK
SNGX
LIDR
MBRX
DFLI
INKT
OPEN
SQNS
LHAI
SUIG
NCNA
EMPD
LVLU
SDST
BNC
CGTX
PDC
CURR
PFSA
CVM
JXG
PTNM
IBG
TRON
UAVS
VWAVW
DARE
MB
QCLS
VOR
AIM
EMPG
PHGE
LITS
ATYR
LCDL
SLE
VVOS
KZIA
UCFI
ORIO
BON
RLYB
MIST
KPTI
AIXC
MLEC
TROO
BMRA
NTHI
AURE
GDHG
LAWR
BQ
ICU
ENGNW
AQMS
TLSIW
IMNN
PRFX
LCID
NAK
AGMH
BENF
BDRX
BTCS
EEIQ
XBP
GVH
BCTX
REPL
SY
HSDT
LZMH
SQFT
CMND
SRFM
SHIM
NVNI
UONEK
