symbol
PLRZ
SBET
ASST
CHAI
HCTI
IMNN
ABTC
BON
TNMG
NCNA
TAOP
KUST
SORA
NVNI
RYET
GVH
ASBP
BULLW
CLIK
FRGT
WBUY
AIFU
LVWR
GDHG
NVVE
DFDV
CTMX
PMAX
BDSX
EKSO
MRM
ARQQ
HIND
SCWO
EDBL
SLE
VOR
ABVE
DFSC
WOK
CETX
WOLF
CNEY
SEGG
ORIO
PONY
FMST
HIMZ
XXI
BIAF
GITS
NRXS
TONX
BOSC
ALZN
RVMDW
BDRX
ZSTK
KBSX
JFBR
PL.WS
TLSIW
BLRX
SAGT
SPRO
CODI
APVO
VIVS
BAOS
NUAIW
PASG
LNZA
LRHC
PLX
UHG
BGLC
BOLT
DFLI
MIRA
PLAG
ATHE
ZKIN
SINT
GIBO
RGTX
PHIO
STEX
QNTM
SLXN
TLYS
FEED
LICN
LYRA
BW.PRA
GRI
JYD
AVTX
IONX
SBLX
BTAI
