symbol
BTOG
SUNE
NWTG
GV
ACON
XHLD
AEON
CRVO
BON
VVPR
RAY
KBSX
STSS
RNAZ
MYSE
DWTX
AGMH
BTAI
ICON
LZMH
WHLR
GCTK
STI
PSIG
RDGT
STEX
TNXP
ABVE
LSE
BDRX
FTFT
AGPU
GRRR
FEED
ARBB
ATNM
CYCU
MIGI
ESGL
HIT
NVNI
QNTM
SNOA
FRGT
MTEN
CLIK
HTCO
SMCX
GDHG
ULY
HYPR
WLDSW
IMSRW
BLBX
CNTN
INDP
NEOVW
MNDR
PSNYW
MNTS
VSME
GRDX
ELAB
BLNE
PCSA
DOMH
SBLX
CNSP
ELVA
HYAC.WS
TE.WS
DCX
DRMA
CURR
HCTI
MKDW
SNES
UPC
AGH
HUBC
LXRX
POLA
ONDS
PLRZ
PCLA
RADX
RDIB
ENLV
FBGL
LITM
CWD
XWIN
TROO
EHLD
MCRP
LNZA
GITS
YJ
NWGL
BIAF
